FECHA_DE_RECEPCION;HORA_DE_RECEPCION;FECHA_DE_RESOLUCION;HORA_DE_RESOLUCION;SECCION_ID;SECCION;ANOMALIA_ID;ANOMALIA;TIPO_DE_VIAL_ID;TIPO_DE_VIAL;NOMBRE_DE_VIAL;NUMERO;DISTRITO_ID;DISTRITO;BARRIO_ID;BARRIO;CODIGO_POSTAL
04/01/2016;11:13:43;08/07/2016;12:40:48;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;NUNCIO;3;1;CENTRO;101;PALACIO;28005
04/01/2016;11:14:02;12/01/2016;00:58:24;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;JOSE CUBERO YIYO;32;20;SAN BLAS;2001;SIMANCAS;28037
04/01/2016;11:14:52;08/01/2016;09:51:15;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;JUAN PASCUAL;1;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
08/01/2016;17:44:36;08/01/2016;19:26:54;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;292;AVENIDA;MENENDEZ PELAYO;77;3;RETIRO;306;NIÑO JESUS;28007
08/01/2016;17:46:39;12/01/2016;07:52:40;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CEA BERMUDEZ;54;7;CHAMBERI;706;VALLEHERMOSO;28003
08/01/2016;17:47:18;11/01/2016;14:00:43;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;ALFREDO MARQUERIE;1;8;FUENCARRAL-EL PARDO;805;LA PAZ;28034
08/01/2016;17:48:47;26/01/2016;13:28:33;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;DOCTOR FOURQUET;17;1;CENTRO;102;EMBAJADORES;28012
08/01/2016;17:50:43;08/01/2016;18:09:16;57;BICICLETA PUBLICA;3561;BICLETA. VANDALISMO. ROBADA, PERDIDA O ABANDONADA.;294;PASEO;JOHN LENNON;0;3;RETIRO;303;ESTRELLA;0
08/01/2016;17:53:15;14/01/2016;08:27:32;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ANA DE AUSTRIA;52;16;HORTALEZA;1606;VALDEFUENTES;28050
08/01/2016;17:54:15;11/01/2016;15:38:13;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;333;PASAJE;LINCE;4;3;RETIRO;303;ESTRELLA;28007
04/01/2016;11:15:27;05/01/2016;15:50:31;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;SERRANO GALVACHE;42;15;CIUDAD LINEAL;1509;COSTILLARES;28033
04/01/2016;11:19:33;08/01/2016;09:24:36;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;JESUS Y MARIA;23;1;CENTRO;102;EMBAJADORES;28012
04/01/2016;11:20:04;05/01/2016;06:35:30;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;BOLONIA;2;4;SALAMANCA;404;GUINDALERA;28028
04/01/2016;11:20:08;11/01/2016;09:48:34;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;PUERTO DE LA CRUZ VERDE;5;2;ARGANZUELA;204;LEGAZPI;28045
04/01/2016;11:20:51;07/01/2016;11:20:34;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;MISTERIOS;51;15;CIUDAD LINEAL;1503;QUINTANA;28027
04/01/2016;11:21:41;26/01/2016;13:00:34;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;PELAYO;9;1;CENTRO;104;JUSTICIA;28004
08/01/2016;17:55:49;13/01/2016;10:00:59;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3357;AVERIADO CUBO NARANJA ORG 2 RUEDAS 120 L;291;CALLE;ESPOZ Y MINA;16;1;CENTRO;106;SOL;28012
08/01/2016;18:00:15;09/01/2016;05:56:39;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);292;AVENIDA;REAL DE PINTO;4;17;VILLAVERDE;1701;SAN ANDRES;28021
08/01/2016;18:03:04;13/01/2016;11:32:29;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;SANTA ENGRACIA;37;7;CHAMBERI;703;TRAFALGAR;28010
08/01/2016;18:04:31;08/01/2016;18:37:55;59;SER;3600;PAGOS EN EFECTIVO. DEVOLUCION DINERO POR CANCELACION AUTORIZ;291;CALLE;RODRIGUEZ MARIN;20;5;CHAMARTIN;501;EL VISO;28002
08/01/2016;18:04:41;13/01/2016;10:51:55;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;JOAQUIN JORGE ALARCON;18;8;FUENCARRAL-EL PARDO;803;PEÑA GRANDE;28035
08/01/2016;18:04:42;12/01/2016;18:35:13;46;R CUBO/CONT (TODO TIPO) VACIADO E;3432;VACIADO CONTENEDOR VIDRIO (IGLU VERDE);291;CALLE;PINOS DE OSUNA;10;21;BARAJAS;2101;ALAMEDA DE OSUNA;28042
04/01/2016;11:25:54;04/01/2016;21:29:22;2;ALUMBRADO PUBLICO EXTERIOR;3749;ALUMBRADO - 06. INCIDENCIA EN FAROLA;291;CALLE;SANTA MARTA;15;13;PUENTE DE VALLECAS;1306;NUMANCIA;28038
04/01/2016;11:26:10;12/01/2016;01:52:50;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;CORREDERA BAJA DE SAN PABLO;30;1;CENTRO;105;UNIVERSIDAD;28004
04/01/2016;11:26:13;04/01/2016;11:57:36;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;JUAN BRAVO;1;4;SALAMANCA;406;CASTELLANA;28006
04/01/2016;11:29:10;07/01/2016;08:23:34;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;TEMBLEQUE;56;10;LATINA;1004;ALUCHE;28024
04/01/2016;11:29:13;04/01/2016;11:44:12;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;292;AVENIDA;MENENDEZ PELAYO;1;4;SALAMANCA;402;GOYA;28009
04/01/2016;11:29:49;04/01/2016;15:41:36;59;SER;3706;PARQUIMETRO. NO IMPRIME TICKET;292;AVENIDA;VALLADOLID;47;9;MONCLOA-ARAVACA;901;CASA DE CAMPO;28008
04/01/2016;11:31:12;05/01/2016;11:49:13;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;295;PLAZA;BURDEOS;1;4;SALAMANCA;404;GUINDALERA;28028
08/01/2016;18:06:30;13/01/2016;08:34:56;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;PINOS DE OSUNA;10;21;BARAJAS;2101;ALAMEDA DE OSUNA;28042
08/01/2016;18:06:58;08/01/2016;18:13:42;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;DIEGO DE LEON;1;4;SALAMANCA;406;CASTELLANA;28006
08/01/2016;18:07:39;11/01/2016;14:04:51;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;JOAQUIN JORGE ALARCON;30;8;FUENCARRAL-EL PARDO;803;PEÑA GRANDE;28035
08/01/2016;18:16:34;13/01/2016;09:15:57;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;BARBIERI;3;1;CENTRO;104;JUSTICIA;28004
08/01/2016;18:16:39;08/01/2016;18:18:40;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;NOVICIADO;1;1;CENTRO;105;UNIVERSIDAD;28015
08/01/2016;18:17:44;11/01/2016;14:40:58;46;R CUBO/CONT (TODO TIPO) VACIADO E;3431;VACIADO CUBO/CONTENEDOR AMARILLO ENV;291;CALLE;GINZO DE LIMIA;53;8;FUENCARRAL-EL PARDO;804;EL PILAR;-1
08/01/2016;18:19:40;08/01/2016;18:45:03;59;SER;3706;PARQUIMETRO. NO IMPRIME TICKET;291;CALLE;VICTOR ANDRES BELAUNDE;9;5;CHAMARTIN;504;HISPANOAMERICA;28016
04/01/2016;11:33:08;07/01/2016;08:02:39;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;292;AVENIDA;SANTA EUGENIA;23;18;VILLA DE VALLECAS;1802;SANTA EUGENIA;28031
04/01/2016;11:34:09;12/01/2016;03:25:03;40;R CUBO/CONT (ORGANICO/ENVASES) HORQUILLAS/BANDERINES E;3436;REPOSICION HORQUILLAS_BANDERINES CONTEN ORG-ENV V.PUBLICA;291;CALLE;VIRGEN DE ARANZAZU;16;8;FUENCARRAL-EL PARDO;806;VALVERDE;28034
04/01/2016;11:35:00;11/01/2016;10:13:42;49;R CUBO/CONT (TODO TIPO) CAMBIO UBICACION A;3455;CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;ALBURQUERQUE;17;7;CHAMBERI;703;TRAFALGAR;28010
04/01/2016;11:38:25;04/01/2016;11:47:05;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;MAYOR;18;1;CENTRO;106;SOL;28013
04/01/2016;11:51:06;04/01/2016;14:20:55;52;R RECOGIDA ANIMALES MUERTOS E;3547;RECOGIDA DE ANIMALES MUERTOS;291;CALLE;MARCENADO;23;5;CHAMARTIN;503;CIUDAD JARDIN;28002
04/01/2016;11:51:09;05/01/2016;15:05:34;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;CALERUEGA;18;15;CIUDAD LINEAL;1509;COSTILLARES;28033
08/01/2016;18:28:18;08/01/2016;18:59:48;57;BICICLETA PUBLICA;3741;RENOVACION. RENOVACION AUTOMATICA ERRONEA;291;CALLE;SIERRA TOLEDANA;25;13;PUENTE DE VALLECAS;1306;NUMANCIA;28038
08/01/2016;18:30:32;11/02/2016;09:18:08;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;ILLESCAS;147;10;LATINA;1004;ALUCHE;28024
08/01/2016;18:34:11;14/01/2016;12:26:04;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;DOCTOR GOMEZ ULLA;2;4;SALAMANCA;404;GUINDALERA;28028
08/01/2016;18:36:12;15/01/2016;22:51:24;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;MADRE ANTONIA PARIS;6;15;CIUDAD LINEAL;1505;SAN PASCUAL;28027
08/01/2016;18:37:31;14/01/2016;12:13:48;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;292;AVENIDA;BRASILIA;11;4;SALAMANCA;404;GUINDALERA;28028
08/01/2016;18:38:11;08/01/2016;18:39:43;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;SAN BERNARDO;33;1;CENTRO;105;UNIVERSIDAD;28015
08/01/2016;18:39:46;11/01/2016;15:36:05;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;PINOS DE OSUNA;4;21;BARAJAS;2101;ALAMEDA DE OSUNA;28042
04/01/2016;11:54:27;08/07/2016;10:42:51;50;MOBILIARIO URBANO;3492;BANCO ROTO;291;CALLE;TOMELLOSO;1;12;USERA;1204;ALMENDRALES;28026
04/01/2016;11:54:58;12/01/2016;18:44:57;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;MONTES DE TOLEDO;10;18;VILLA DE VALLECAS;1801;CASCO H.VALLECAS;28031
04/01/2016;11:56:45;08/01/2016;08:52:29;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;DOLORES ARMENGOT;26;11;CARABANCHEL;1104;VISTA ALEGRE;28025
04/01/2016;11:57:47;05/01/2016;11:43:34;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;COMANDANTE BENITEZ;9;2;ARGANZUELA;203;CHOPERA;28045
04/01/2016;11:59:12;08/01/2016;09:30:06;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;CALESAS;12;12;USERA;1205;MOSCARDO;28026
04/01/2016;12:02:13;06/01/2016;14:49:33;46;R CUBO/CONT (TODO TIPO) VACIADO E;3431;VACIADO CUBO/CONTENEDOR AMARILLO ENV;291;CALLE;CELANOVA;1;8;FUENCARRAL-EL PARDO;804;EL PILAR;28029
04/01/2016;12:03:43;08/01/2016;10:13:30;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;BARQUILLO;42;1;CENTRO;104;JUSTICIA;28004
08/01/2016;18:41:45;27/01/2016;15:20:42;58;SEÑALIZACION;3581;HORIZONTAL. SOLICIT. DE REPARAC./REPINTADO DE SEÑALIZAC.;291;CALLE;GRAFAL;1;1;CENTRO;101;PALACIO;28005
08/01/2016;18:45:31;08/01/2016;18:49:35;57;BICICLETA PUBLICA;3692;TOTEM. TARJETA DE USUARIO ATASCADA/ATRAPADA;291;CALLE;MARQUES DE CUBAS;25;1;CENTRO;103;CORTES;28014
08/01/2016;18:50:57;11/01/2016;14:03:09;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;292;AVENIDA;BETANZOS;62;8;FUENCARRAL-EL PARDO;804;EL PILAR;28034
08/01/2016;18:56:39;11/01/2016;17:32:28;52;R RECOGIDA ANIMALES MUERTOS E;3547;RECOGIDA DE ANIMALES MUERTOS;303;AUTOVIA;M-45;100;11;CARABANCHEL;1106;BUENAVISTA;28054
08/01/2016;18:58:43;19/01/2016;09:59:20;43;R CUBO/CONT (PAPEL/VIDRIO) NUEVO SUMINISTRO A;3457;CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;DONOSO CORTES;18;7;CHAMBERI;702;ARAPILES;28015
08/01/2016;19:00:28;08/01/2016;19:02:18;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;JUAN ESPLANDIU;4;3;RETIRO;303;ESTRELLA;28007
08/01/2016;19:01:41;09/01/2016;12:19:47;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;BRAVO MURILLO;41;7;CHAMBERI;702;ARAPILES;28015
04/01/2016;12:04:57;12/01/2016;02:37:43;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3373;RETIRADA POR ABANDONADO CUBO/CONTEN ORG_ENV 2 Y 4 RUEDAS;291;CALLE;POZO;1;1;CENTRO;106;SOL;28012
04/01/2016;12:04:59;21/01/2016;12:47:36;14;EXTERNO;1986;EXTERNO;291;CALLE;TOMELLOSO;51;12;USERA;1204;ALMENDRALES;28026
04/01/2016;12:06:04;04/01/2016;12:24:43;57;BICICLETA PUBLICA;3688;USUARIO. PROBLEMAS EN LA WEB BICIMAD;312;CARRERA;SAN FRANCISCO;1;1;CENTRO;101;PALACIO;28005
04/01/2016;12:09:43;20/01/2016;14:53:12;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;VOLUNTARIOS CATALANES;2;6;TETUAN;605;VALDEACEDERAS;28039
04/01/2016;12:09:50;18/01/2016;14:38:26;59;SER;3595;ANULACION AVISO DENUNCIA. NO PERMITE ANULACION;292;AVENIDA;MONFORTE DE LEMOS;105;8;FUENCARRAL-EL PARDO;804;EL PILAR;28029
04/01/2016;12:10:51;12/01/2016;00:37:30;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3378;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 120 L;297;RONDA;CABALLERO DE LA MANCHA;44;8;FUENCARRAL-EL PARDO;806;VALVERDE;28034
04/01/2016;12:11:44;07/01/2016;07:56:45;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;COVARRUBIAS;1;7;CHAMBERI;703;TRAFALGAR;28010
04/01/2016;12:14:09;07/01/2016;08:47:29;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;FAUSTINA PEÑALVER;8;15;CIUDAD LINEAL;1506;SAN JUAN BAUTISTA;28043
04/01/2016;12:15:05;07/01/2016;08:51:11;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;MARIA DE PORTUGAL;42;16;HORTALEZA;1606;VALDEFUENTES;28050
04/01/2016;12:25:28;08/01/2016;09:20:32;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;SILVANO;120;16;HORTALEZA;1602;PIOVERA;28043
04/01/2016;12:26:51;11/01/2016;08:53:36;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ALBALA;12;20;SAN BLAS;2001;SIMANCAS;28037
04/01/2016;12:29:20;05/01/2016;15:51:53;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;RIO SELLA;49;9;MONCLOA-ARAVACA;907;ARAVACA;28023
04/01/2016;12:31:57;04/01/2016;12:33:30;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;294;PASEO;ESPERANZA;1;2;ARGANZUELA;202;ACACIAS;28005
04/01/2016;12:32:39;05/01/2016;09:14:53;5;ARBOLADO VIARIO;2662;TALA DE ARBOL SECO, PELIGROSO O EN MAL ESTADO;291;CALLE;EMILIO FERRARI;37;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
04/01/2016;12:33:35;13/01/2016;22:03:18;43;R CUBO/CONT (PAPEL/VIDRIO) NUEVO SUMINISTRO A;3458;CONTENEDOR PAPEL DEPENDENCIAS (AZUL);291;CALLE;CAMARENA;10;10;LATINA;1004;ALUCHE;28047
04/01/2016;12:34:17;12/01/2016;02:07:52;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;PUENTELARRA;10;18;VILLA DE VALLECAS;1802;SANTA EUGENIA;28031
04/01/2016;12:35:53;04/01/2016;12:38:05;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;SANTA ENGRACIA;12;7;CHAMBERI;704;ALMAGRO;28010
04/01/2016;12:37:43;08/01/2016;07:49:12;63;FUENTES DE BEBER/HIDRANTES (BOMBEROS);3755;FUENTE DE BEBER INCIDENCIA EN SOPORTE/COLUMNA;291;CALLE;JOSE DE CADALSO;1;10;LATINA;1007;LAS AGUILAS;28044
04/01/2016;12:38:10;08/01/2016;09:23:28;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;292;AVENIDA;ABRANTES;120;11;CARABANCHEL;1107;ABRANTES;28025
04/01/2016;12:38:28;03/05/2016;08:58:46;5;ARBOLADO VIARIO;2661;SOLICITUD DE INSPECCION DE ARBOL;291;CALLE;HERMOSILLA;97;4;SALAMANCA;402;GOYA;28006
04/01/2016;12:42:49;07/01/2016;07:42:39;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CLAUDIO COELLO;93;4;SALAMANCA;406;CASTELLANA;28006
08/01/2016;19:03:02;12/01/2016;07:24:05;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;MOTA DEL CUERVO;72;16;HORTALEZA;1603;CANILLAS;28043
08/01/2016;19:03:57;09/01/2016;05:55:24;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;SALSIPUEDES;4;17;VILLAVERDE;1701;SAN ANDRES;28021
08/01/2016;19:07:07;11/01/2016;14:03:43;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;SANGENJO;7;8;FUENCARRAL-EL PARDO;805;LA PAZ;-1
08/01/2016;19:09:26;11/01/2016;14:02:48;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;292;AVENIDA;JUAN ANTONIO SAMARANCH;85;16;HORTALEZA;1606;VALDEFUENTES;28055
08/01/2016;19:10:09;14/01/2016;14:49:34;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;CAÑAS;2;15;CIUDAD LINEAL;1507;COLINA;28043
08/01/2016;19:17:31;21/01/2016;11:36:41;59;SER;3600;PAGOS EN EFECTIVO. DEVOLUCION DINERO POR CANCELACION AUTORIZ;293;GLORIETA;EMBAJADORES;1;1;CENTRO;102;EMBAJADORES;28012
08/01/2016;19:18:03;09/01/2016;07:34:56;2;ALUMBRADO PUBLICO EXTERIOR;3745;ALUMBRADO - 02. CALLE APAGADA (>1 FAROLA);291;CALLE;TACONERA;16;12;USERA;1203;SAN FERMIN;28041
08/01/2016;19:24:20;11/01/2016;08:53:34;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;BENITO GUTIERREZ;29;9;MONCLOA-ARAVACA;902;ARGUELLES;28008
08/01/2016;19:27:18;11/01/2016;14:40:47;46;R CUBO/CONT (TODO TIPO) VACIADO E;3431;VACIADO CUBO/CONTENEDOR AMARILLO ENV;292;AVENIDA;SANTUARIO DE VALVERDE;82;8;FUENCARRAL-EL PARDO;808;EL GOLOSO;28049
