nid,Passenger Service Name,Description,Location Summary,Phone,Hours,Terminal,Security,Image,Map,Category,URL,Tags
3406,"Automated Teller Machines (ATMs), Terminal 1",,"Wells Fargo, Boarding Area C near Gate 42",,"Daily, 24 hours",Terminal 1,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677.jpg,http://media.flysfo.com/atms_4.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-1,
4304,"Automated Teller Machines (ATMs), Terminal 2",,"JPMorgan Chase, Arrivals Level, pre-security",,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_1.jpg,http://media.flysfo.com/atms.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-2,
4304,"Automated Teller Machines (ATMs), Terminal 2",,"JPMorgan Chase, Departures Level, pre-security",,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_1.jpg,http://media.flysfo.com/atms.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-2,
4304,"Automated Teller Machines (ATMs), Terminal 2",,"JPMorgan Chase, Boarding Area D near Gate 59B",,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_1.jpg,http://media.flysfo.com/atms.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-2,
4304,"Automated Teller Machines (ATMs), Terminal 2",,"JPMorgan Chase, Boarding Area D near the food court",,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_1.jpg,http://media.flysfo.com/atms.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-2,
4304,"Automated Teller Machines (ATMs), Terminal 2",,"Wells Fargo, Arrivals Level, pre-security",,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_1.jpg,http://media.flysfo.com/atms.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-2,
4304,"Automated Teller Machines (ATMs), Terminal 2",,"Wells Fargo, Departures Level, pre-security",,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_1.jpg,http://media.flysfo.com/atms.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-2,
4304,"Automated Teller Machines (ATMs), Terminal 2",,"Wells Fargo, Boarding Area D near Gate 59B",,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_1.jpg,http://media.flysfo.com/atms.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-2,
4305,"Automated Teller Machines (ATMs), Terminal 3",,"JPMorgan Chase, Boarding Area E near Gates 60 through 69",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_0.jpg,http://media.flysfo.com/atms_5.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-3,
4305,"Automated Teller Machines (ATMs), Terminal 3",,"JPMorgan Chase, Boarding Area F near Gate 70",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_0.jpg,http://media.flysfo.com/atms_5.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-3,
4305,"Automated Teller Machines (ATMs), Terminal 3",,"JPMorgan Chase, Boarding Area F near Gates 74 and 75",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_0.jpg,http://media.flysfo.com/atms_5.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-3,
4305,"Automated Teller Machines (ATMs), Terminal 3",,"JPMorgan Chase, Boarding Area F near Gate 76",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_0.jpg,http://media.flysfo.com/atms_5.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-3,
4305,"Automated Teller Machines (ATMs), Terminal 3",,"Wells Fargo, Boarding Area E, Arrivals Level",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_0.jpg,http://media.flysfo.com/atms_5.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-3,
4305,"Automated Teller Machines (ATMs), Terminal 3",,"Wells Fargo, Boarding Area F, Arrivals Level",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_0.jpg,http://media.flysfo.com/atms_5.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-3,
4305,"Automated Teller Machines (ATMs), Terminal 3",,"Wells Fargo, Boarding Area F near Gate 70",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_0.jpg,http://media.flysfo.com/atms_5.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-3,
4305,"Automated Teller Machines (ATMs), Terminal 3",,"Wells Fargo, Boarding Area F near Gate 76",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/ATM_850x677_0.jpg,http://media.flysfo.com/atms_5.gif,Automated Teller Machines,http://www.flysfo.com/content/automated-teller-machines-atms-terminal-3,
4333,"Automatic External Defibrillators (AEDs), International Terminal","AEDs are housed in cabinets in highly visible locations throughout the airport. When an AED is pulled from its cabinet, San Francisco Fire Paramedics and San Francisco Police are immediately dispatched to the scene.",Throughout the terminals,,,International Terminal,Pre- and Post-Security,http://media.flysfo.com/AED_850x677_2.jpg,,Automatic External Defibrillators,http://www.flysfo.com/content/automatic-external-defibrillators-aeds-international-terminal,
3407,"Automatic External Defibrillators (AEDs), Terminal 1","AEDs are housed in cabinets in highly visible locations throughout the airport. When an AED is pulled from its cabinet, San Francisco Fire Paramedics and San Francisco Police are immediately dispatched to the scene.",Throughout the terminal,,,Terminal 1,Pre- and Post-Security,http://media.flysfo.com/AED_850x677.jpg,,Automatic External Defibrillators,http://www.flysfo.com/content/automatic-external-defibrillators-aeds-terminal-1,
4330,"Automatic External Defibrillators (AEDs), Terminal 2","AEDs are housed in cabinets in highly visible locations throughout the airport. When an AED is pulled from its cabinet, San Francisco Fire Paramedics and San Francisco Police are immediately dispatched to the scene.",Throughout the terminals,,,Terminal 2,Pre- and Post-Security,http://media.flysfo.com/AED_850x677_0.jpg,,Automatic External Defibrillators,http://www.flysfo.com/content/automatic-external-defibrillators-aeds-terminal-2,
4331,"Automatic External Defibrillators (AEDs), Terminal 3","AEDs are housed in cabinets in highly visible locations throughout the airport. When an AED is pulled from its cabinet, San Francisco Fire Paramedics and San Francisco Police are immediately dispatched to the scene.",Throughout the terminals,,,Terminal 3,Pre- and Post-Security,http://media.flysfo.com/AED_850x677_1.jpg,,Automatic External Defibrillators,http://www.flysfo.com/content/automatic-external-defibrillators-aeds-terminal-3,
4344,"Baggage Assistance, International Terminal",Available to all departing customers upon request. Approach the curbside attendant or dial 9.821.9187 from telephones at the main entry doors. Arriving international customers will find porters and baggage carts in the Arrivals Hall.,"International Terminal, curbside for departing customers",650.821.9187,,International Terminal,Pre-Security,http://media.flysfo.com/BaggageAssistance_850x677_2.jpg,http://media.flysfo.com/baggage-assistance_3.gif,Baggage Assistance,http://www.flysfo.com/content/baggage-assistance-international-terminal,
4344,"Baggage Assistance, International Terminal",Available to all departing customers upon request. Approach the curbside attendant or dial 9.821.9187 from telephones at the main entry doors. Arriving international customers will find porters and baggage carts in the Arrivals Hall.,"International Terminal, Arrivals Hall for arriving customers",650.821.9187,,International Terminal,Pre-Security,http://media.flysfo.com/BaggageAssistance_850x677_2.jpg,http://media.flysfo.com/baggage-assistance_3.gif,Baggage Assistance,http://www.flysfo.com/content/baggage-assistance-international-terminal,
3408,"Baggage Assistance, Terminal 1","Baggage assistance is available to all departing customers upon request. At domestic terminals, customers should inquire with airline curbside check-in staff for assistance.",Arrivals/Baggage Claim Level of all terminals,,,Terminal 1,Pre-Security,http://media.flysfo.com/BaggageAssistance_850x677.jpg,http://media.flysfo.com/baggage-assistance_4.gif,Baggage Assistance,http://www.flysfo.com/content/baggage-assistance-terminal-1,
4307,"Baggage Assistance, Terminal 2","Baggage assistance is available to all departing customers upon request. At domestic terminals, customers should inquire with airline curbside check-in staff for assistance.",Arrivals/Baggage Claim Level of all terminals,,,Terminal 2,Pre-Security,http://media.flysfo.com/BaggageAssistance_850x677_0.jpg,http://media.flysfo.com/baggage-assistance_5.gif,Baggage Assistance,http://www.flysfo.com/content/baggage-assistance-terminal-2,
4336,"Baggage Assistance, Terminal 3","Baggage assistance is available to all departing customers upon request. At domestic terminals, customers should inquire with airline curbside check-in staff for assistance.<br>",Arrivals/Baggage Claim Level of all terminals,,,Terminal 3,Pre-Security,http://media.flysfo.com/BaggageAssistance_850x677_1.jpg,http://media.flysfo.com/baggage-assistance_6.gif,Baggage Assistance,http://www.flysfo.com/content/baggage-assistance-terminal-3,
3409,Baggage Wrapping Service,"Baggage wrapping services are available at:Airport Travel AgencyInternational Terminal Main Hall, pre-securityHours:Êdaily, 7:00 a.m. to 11:00 p.m.LMD Baggage Wrapping KioskInternational Terminal, Main Hall, pre-securityHours:Êdaily, 9:00 a.m. to 11:00 p.m.LMD Baggage Wrapping KioskTerminal 1, pre-securityHours:Êdaily, 5:00 a.m. to 1:00 p.m.",Airport Travel Agency,650.877.0422,,International Terminal,Pre-Security,http://media.flysfo.com/BaggageWrap_850x677.jpg,http://media.flysfo.com/baggage-wrapping_0.gif,Baggage Wrapping,http://www.flysfo.com/content/baggage-wrapping-service,
3409,Baggage Wrapping Service,"Baggage wrapping services are available at:Airport Travel AgencyInternational Terminal Main Hall, pre-securityHours:Êdaily, 7:00 a.m. to 11:00 p.m.LMD Baggage Wrapping KioskInternational Terminal, Main Hall, pre-securityHours:Êdaily, 9:00 a.m. to 11:00 p.m.LMD Baggage Wrapping KioskTerminal 1, pre-securityHours:Êdaily, 5:00 a.m. to 1:00 p.m.",LMD Baggage Wrapping Kiosk,650.877.0422,,International Terminal,Pre-Security,http://media.flysfo.com/BaggageWrap_850x677.jpg,http://media.flysfo.com/baggage-wrapping_0.gif,Baggage Wrapping,http://www.flysfo.com/content/baggage-wrapping-service,
3411,Berman Reflection Room,The Berman Reflection Room provides a center for quiet self-reflection and meditation.,"International Terminal, Main Hall",,"Daily, 7:00 a.m. to 11:00 p.m.",International Terminal,Pre-Security,http://media.flysfo.com/ReflectionRoom_850x677.jpg,http://media.flysfo.com/berman-reflection-room_0.gif,Berman Reflection Room,http://www.flysfo.com/content/berman-reflection-room-0,
4381,"Information Booths, Terminal 2",Information Booths are located throughout the terminals. Language assistance is available.,,,,Terminal 2,Pre- and Post-Security,http://media.flysfo.com/InformationT2_850x677.jpg,http://media.flysfo.com/info-booths_5.gif,Information Booths,http://www.flysfo.com/content/information-booths-terminal-2,
3131,Bicycle Assembly Stations,A convenient place to disassemble or assemble your bike. Bicycle tools are available at the Airport Travel Agency.,"International Terminal, parking area near Courtyard A",,"Daily, 24 hours; tools available daily, 7:00 a.m. to 11:00 p.m.",International Terminal,Pre-Security,http://media.flysfo.com/BikeAssembly.jpg,,Bicycle Assembly Stations,http://www.flysfo.com/content/bicycle-assembly-stations,
3131,Bicycle Assembly Stations,A convenient place to disassemble or assemble your bike. Bicycle tools are available at the Airport Travel Agency.,"International Terminal, parking area near Courtyard G",,"Daily, 24 hours; tools available daily, 7:00 a.m. to 11:00 p.m.",International Terminal,Pre-Security,http://media.flysfo.com/BikeAssembly.jpg,,Bicycle Assembly Stations,http://www.flysfo.com/content/bicycle-assembly-stations,
3131,Bicycle Assembly Stations,A convenient place to disassemble or assemble your bike. Bicycle tools are available at the Airport Travel Agency.,"Rental Car Center, Level 1",,"Daily, 24 hours; tools available daily, 7:00 a.m. to 11:00 p.m.",International Terminal,Pre-Security,http://media.flysfo.com/BikeAssembly.jpg,,Bicycle Assembly Stations,http://www.flysfo.com/content/bicycle-assembly-stations,
3132,Bicycle Parking,"Parking for bicycles for up to 14 days. Bicycles parked for more than 24 hours must be <a href=""/to-from/biking"">registered</a>.","Valet Parking, Domestic Garage, Level 4",,"Daily, 24 hours",International Terminal,Pre-Security,http://media.flysfo.com/BicycleParking_850x677_0.jpg,,Bicycle Parking,http://www.flysfo.com/content/bicycle-parking,
3132,Bicycle Parking,"Parking for bicycles for up to 14 days. Bicycles parked for more than 24 hours must be <a href=""/to-from/biking"">registered</a>.","International Terminal, Level 1, Courtyard A",,"Daily, 24 hours",International Terminal,Pre-Security,http://media.flysfo.com/BicycleParking_850x677_0.jpg,,Bicycle Parking,http://www.flysfo.com/content/bicycle-parking,
3132,Bicycle Parking,"Parking for bicycles for up to 14 days. Bicycles parked for more than 24 hours must be <a href=""/to-from/biking"">registered</a>.","International Terminal , Level 1, Courtyard G",,"Daily, 24 hours",International Terminal,Pre-Security,http://media.flysfo.com/BicycleParking_850x677_0.jpg,,Bicycle Parking,http://www.flysfo.com/content/bicycle-parking,
3132,Bicycle Parking,"Parking for bicycles for up to 14 days. Bicycles parked for more than 24 hours must be <a href=""/to-from/biking"">registered</a>.","SFO Rental Car Center, Level 1",,"Daily, 24 hours",International Terminal,Pre-Security,http://media.flysfo.com/BicycleParking_850x677_0.jpg,,Bicycle Parking,http://www.flysfo.com/content/bicycle-parking,
3132,Bicycle Parking,"Parking for bicycles for up to 14 days. Bicycles parked for more than 24 hours must be <a href=""/to-from/biking"">registered</a>.",Westfield Garage,,"Daily, 24 hours",International Terminal,Pre-Security,http://media.flysfo.com/BicycleParking_850x677_0.jpg,,Bicycle Parking,http://www.flysfo.com/content/bicycle-parking,
3412,Cell Phone Rentals and Business Services,"TripTel offers cell phone rentals, Internet, fax and copying services. Advanced reservations are recommended for cell phone rentals.<span style=""line-height: 1.538em;"">ÊFor more information, please visitÊ</span><a href=""http://www.triptel.com"" style=""line-height: 1.538em;"" target=""_blank"">www.triptel.com</a>.",International Terminal Main Hall Lobby,650.821.8000,"Daily, 8:00 a.m. to 8:30 p.m.",International Terminal,Pre-Security,http://media.flysfo.com/TripTel_850x677.jpg,http://media.flysfo.com/business-center-cell-phone-rental.gif,Cell Phone Rentals,http://www.flysfo.com/content/cell-phone-rentals-and-business-services,
3413,Change Machines,Machines that change United States paper currency to coins.,Arrivals/Baggage Claim Level of the International Terminal,,"Daily, 24 hours",International Terminal,Pre-Security,http://media.flysfo.com/ChangeMachine_850x677.jpg,,Change Machines,http://www.flysfo.com/content/change-machines,
3413,Change Machines,Machines that change United States paper currency to coins.,Arrivals/Baggage Claim Level of Terminal 1,,"Daily, 24 hours",International Terminal,Pre-Security,http://media.flysfo.com/ChangeMachine_850x677.jpg,,Change Machines,http://www.flysfo.com/content/change-machines,
3414,Christian Science Reading Room,"The Christian Science Reading Room is a quiet place to read, meditate or relax in a peaceful environment.Ê",near entrance to Gates 40-48,650.877.0105,"Daily, 8:00 a.m. to 10:00 p.m.",Terminal 1,Pre-Security,http://media.flysfo.com/ChristianScience_850x677.jpg,http://media.flysfo.com/christian-science-reading-room_2.gif,Christian Science Reading Room,http://www.flysfo.com/content/christian-science-reading-room-0,
4351,"CLEAR, International Terminal","CLEAR¨ offers expedited access to airport security lines in all SFO terminals through a biometric card. Visit <a href=""http://clearme.com"" target=""_blank"">clearme.com</a> for more information on becoming a member.",Boarding Area A and G Security Checkpoints,,"Daily, 5:00 a.m. to 9:00 p.m.",International Terminal,Pre-Security,http://media.flysfo.com/Clear_850x677_3.jpg,http://media.flysfo.com/clear_3.gif,CLEAR,http://www.flysfo.com/content/clear-international-terminal,
4346,"CLEAR, Terminal 1","CLEAR¨ offers expedited access to airport security lines in all SFO terminals through a biometric card. Visit <a href=""http://clearme.com"" target=""_blank"">clearme.com</a> for more information on becoming a member.",Boarding Area B and C Security Checkpoints,,"Daily, 5:00 a.m. to 9:00 p.m.",Terminal 1,Pre-Security,http://media.flysfo.com/Clear_850x677_2.jpg,http://media.flysfo.com/clear_4.gif,CLEAR,http://www.flysfo.com/content/clear-terminal-1,
3415,"CLEAR, Terminal 2","CLEAR¨ offers expedited access to airport security lines in all SFO terminals through a biometric card. Visit <a href=""http://clearme.com"" target=""_blank"">clearme.com</a> for more information on becoming a member.",Boarding Area D Security Checkpoint,,"Daily, 5:00 a.m. to 9:00 p.m.",Terminal 2,Pre-Security,http://media.flysfo.com/Clear_850x677.jpg,http://media.flysfo.com/clear_5.gif,CLEAR,http://www.flysfo.com/content/clear-terminal-2,
4348,"CLEAR, Terminal 3","CLEAR¨ offers expedited access to airport security lines in all SFO terminals through a biometric card. Visit <a href=""http://clearme.com"" target=""_blank"">clearme.com</a> for more information on becoming a member.","Boarding Area F, Security Checkpoints F1 and F3",,"Security Checkpoint F1, 5:00 a.m. to 5:30 p.m.; Security Checkpoint F3, 5:00 a.m. to 10:00 p.m.",Terminal 3,Pre-Security,http://media.flysfo.com/Clear_850x677_0.jpg,http://media.flysfo.com/clear_6.gif,CLEAR,http://www.flysfo.com/content/clear-terminal-3,
4634,"Coin-Operated Public Telephones, International Terminal",Coin-operated public telephones are located throughout the terminals.,,,,International Terminal,Pre- and Post-Security,http://media.flysfo.com/TelephonesDataports_850x677_2.jpg,http://media.flysfo.com/telephones.gif,Coin-Operated Public Telephones,http://www.flysfo.com/content/telephones-equipped-data-ports-international-terminal,
3436,"Coin-Operated Public Telephones, Terminal 1",Coin-operated public telephones are located throughout the terminals.,,,,Terminal 1,Pre- and Post-Security,http://media.flysfo.com/TelephonesDataports_850x677.jpg,http://media.flysfo.com/telephones_0.gif,Coin-Operated Public Telephones,http://www.flysfo.com/content/telephones-equipped-data-ports-terminal-1,
4632,"Coin-Operated Public Telephones, Terminal 2",Coin-operated public telephones are located throughout the terminals.,,,,Terminal 2,Pre- and Post-Security,http://media.flysfo.com/TelephonesDataports_850x677_0.jpg,http://media.flysfo.com/telephones-equipped-with-dataports_5.gif,Coin-Operated Public Telephones,http://www.flysfo.com/content/telephones-equipped-data-ports-terminal-2,
4633,"Coin-Operated Public Telephones, Terminal 3",Coin-operated public telephones are located throughout the terminals.,,,,Terminal 3,Pre- and Post-Security,http://media.flysfo.com/TelephonesDataports_850x677_1.jpg,http://media.flysfo.com/telephones-equipped-with-dataports_6.gif,Coin-Operated Public Telephones,http://www.flysfo.com/content/telephones-equipped-data-ports-terminal-3,
4369,"Companion Care Restroom Facilities, International Terminal",Restrooms for travelers needing companion assistance.,Pre-security on the Departures Level of the Main Hall,,"Daily, 24 hours",International Terminal,Pre- and Post-Security,http://media.flysfo.com/CompanionCare_850x677_2.jpg,http://media.flysfo.com/companion-family-restrooms.gif,Companion Care Restroom Facilities,http://www.flysfo.com/content/companion-care-restroom-facilities-international-terminal,
4369,"Companion Care Restroom Facilities, International Terminal",Restrooms for travelers needing companion assistance.,"Post-security in Boarding Area A near Gate A1, and post-security in Boarding Area G near Gate G102",,"Daily, 24 hours",International Terminal,Pre- and Post-Security,http://media.flysfo.com/CompanionCare_850x677_2.jpg,http://media.flysfo.com/companion-family-restrooms.gif,Companion Care Restroom Facilities,http://www.flysfo.com/content/companion-care-restroom-facilities-international-terminal,
3416,"Companion Care Restroom Facilities, Terminal 1",Restrooms for travelers needing companion assistance.,Pre-security on the Arrivals/Baggage Claim Level,,"Daily, 24 hours",Terminal 1,Pre- and Post-Security,http://media.flysfo.com/CompanionCare_850x677.jpg,http://media.flysfo.com/companion-family-restrooms_0.gif,Companion Care Restroom Facilities,http://www.flysfo.com/content/companion-care-restroom-facilities-terminal-1,
3416,"Companion Care Restroom Facilities, Terminal 1",Restrooms for travelers needing companion assistance.,"Departures/Ticketing Level and post-security, Boarding Area B, near Gate 23",,"Daily, 24 hours",Terminal 1,Pre- and Post-Security,http://media.flysfo.com/CompanionCare_850x677.jpg,http://media.flysfo.com/companion-family-restrooms_0.gif,Companion Care Restroom Facilities,http://www.flysfo.com/content/companion-care-restroom-facilities-terminal-1,
4364,"Companion Care Restroom Facilities, Terminal 2",Restrooms for travelers needing companion assistance.,Pre-security on the Arrivals/Baggage Claim Level,,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/CompanionCare_850x677_0.jpg,http://media.flysfo.com/companion-family-restrooms_1.gif,Companion Care Restroom Facilities,http://www.flysfo.com/content/companion-care-restroom-facilities-terminal-2,
4364,"Companion Care Restroom Facilities, Terminal 2",Restrooms for travelers needing companion assistance.,"Departures/Ticketing Level, post-security throughout Boarding Area D",,"Daily, 24 hours",Terminal 2,Pre- and Post-Security,http://media.flysfo.com/CompanionCare_850x677_0.jpg,http://media.flysfo.com/companion-family-restrooms_1.gif,Companion Care Restroom Facilities,http://www.flysfo.com/content/companion-care-restroom-facilities-terminal-2,
4368,"Companion Care Restroom Facilities, Terminal 3",Restrooms for travelers needing companion assistance.,"Post-security, Boarding Area E near Gate 69",,"Daily, 24 hours",Terminal 3,Pre- and Post-Security,http://media.flysfo.com/CompanionCare_850x677_1.jpg,http://media.flysfo.com/companion-family-restrooms_2.gif,Companion Care Restroom Facilities,http://www.flysfo.com/content/companion-care-restroom-facilities-terminal-3,
