id,title,streetAddress,postalCode,addressLocality,tel,email,url,image,logo,restauranteEnHotel,socioHoreca,sinGluten,fincaCatering,servesCuisine,accesibilidad,comment,tenedores,capacidad,geometry,lastUpdated,description,link
"http://www.zaragoza.es/api/recurso/turismo/restaurante/194","RESTAURANTE LA BASTILLA","C/ Coso, 177","50001","Zaragoza","","labastilla@labastilla.com","http://www.labastilla.com","/cont/paginas/turismo/oficina/rsc/img/empresa/bastilla.JPG","/cont/paginas/turismo/oficina/rsc/img/empresa/75-la-bastilla.gif","","true","","","Sin Gluten","<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_noacces1.jpg"" alt=""No Accesible""/> No Accesible  </div><ul><li> Acceso:  No adaptado, tiene escaleras en la entrada</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Ubicado en los antiguos graneros del Santo Sepulcro. Monumento histórico artístico situado junto a la muralla romana. Cocina creativa con sólidas raíces aragonesas. Dispone de servicio de catering. Salones de banquetes y finca para eventos y celebraciones.","2","70","675670.57 4613489.75",2016-09-19T00:00:00Z,"C/ Coso, 177 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 29 84 49","/ciudad/turismo/es/agenda/detalle_Restaurante?id=194&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/196","RESTAURANTE LA BODEGA DE CHEMA","C/ Latassa, 34","50006","Zaragoza","","contacto@labodegadechema.com","http://www.labodegadechema.com","/cont/paginas/turismo/oficina/rsc/img/empresa/bodegachema2.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/76-bodega-chema.gif","","true","","","","","La especialidad de la casa es el cabrito asado con patatas. Amplia carta de entrantes, carnes y pescados.Menús para grupos y celebraciones. Tienen una buena bodega y esta cercano al aparcamiento público de Pza. San Francisco. Preparan comida para celiacos bajo petición.","2","90","675531.51 4612293.43",2016-06-10T00:00:00Z,"C/ Latassa, 34 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 55 50 14","/ciudad/turismo/es/agenda/detalle_Restaurante?id=196&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/222","RESTAURANTE LA GRANADA","C/ San Ignacio de Loyola, 14","50008","Zaragoza","","info@restaurantelagranada.com","http://www.restaurantelagranada.com","/cont/paginas/turismo/oficina/rsc/img/empresa/I_Granada.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/L_Granada.jpg","","true","","","Sin Gluten","","Ambiente acogedor e íntimo en este moderno restauramte que destaca por su cocina de autor y sus plator innovadores. Especializado en pescados. Situado en el centro de la ciudad, está muy cerca de un aparcamiento público.","2","70","676467.41 4613050.44",2016-09-19T00:00:00Z,"C/ San Ignacio de Loyola, 14 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 22 39 03","/ciudad/turismo/es/agenda/detalle_Restaurante?id=222&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/257","LA RINCONADA DE LORENZO","C/ La Salle, 3","50006","Zaragoza","","oscar@larinconadadelorenzo.com","","/cont/paginas/turismo/oficina/rsc/img/empresa/larinconadadelorenzo.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/81-la-rinconada.gif","","true","","","Sin Gluten","<div><img src=""http://www.zaragoza.es/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt="" Accesible con Acompañante ""/>  Accesible con Acompañante </div><ul><li> Acceso: Pequeño escalón salvable con una cuña auxiliar. </li><li>Aseos Adaptados: No</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Restaurante de cocina aragonesa con dos salones para 70 y 100 personas respectivamente. Decorado con cerámica de Muel, entre sus platos destacan las migas con jamón y uva, el foie de oca, el ternasco lechal al horno, los pescados frescos y los postres caseros. Zona WiFi de libre acceso, carta en cinco idiomas y en Braille, y carta de puros.","2","304","675531.45 4612208.8",2016-07-06T00:00:00Z,"C/ La Salle, 3 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 55 51 08","/ciudad/turismo/es/agenda/detalle_Restaurante?id=257&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/276","EL CHALET","C/ Sta. Teresa de Jesús, 25","50006","Zaragoza","","angel.conde@elchaletrestaurante.es","http://www.elchaletrestaurante.es","/cont/paginas/turismo/oficina/rsc/img/empresa/chalet_4.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/068-el-chalet.gif","","true","","","","","Coqueto chalet de ambiente elegante, cálido y acogedor, con jardin-cenador en el interior (primavera-verano).ideal para parejas, aniversarios, negocios, familiares, amigos y pequeños banquetes. Salones privados de 10 a 40 personas. Cocina de mercado y creativa, reflejada en una carta sugerente, con productos de gran calidad. Jornadas de tapas y trufas(febrero),bacalao y la cuaresma (marzo) o del cazador y algunas setas(noviembre) A destacar uno de los mejores steak tartar de la ciudad. Extensa carta de vinos. Servicio atento avalado por una larga profesionalidad. Parking publico muy cercano en plaza san francisco.","2","77","675529.37 4612148.82",2016-07-26T00:00:00Z,"C/ Sta. Teresa de Jesús, 25 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 56 91 04","/ciudad/turismo/es/agenda/detalle_Restaurante?id=276&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/279","FINCA LA ALQUERIA","Autovía de Logroño km 10,5","50180","Zaragoza","","laalqueria@laalqueria.es","http://www.laalqueria.es","/cont/paginas/turismo/oficina/rsc/img/empresa/101%20la%20alqueria.JPG","/cont/paginas/turismo/oficina/rsc/img/empresa/95-la-alqueria.gif","","","","true","","","","","","668163.13 4619028.12",2016-09-27T00:00:00Z,"Autovía de Logroño km 10,5 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 79 26 11","/ciudad/turismo/es/agenda/detalle_Restaurante?id=279&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/280","FINCA TORRE  DEL PINO","c/ Zurita nº 15, 1º Izda","50001","Zaragoza","","martabas@torredelpino.com","http://www.torredelpino.com","/cont/paginas/turismo/oficina/rsc/img/empresa/103.-Torre-PinoAP.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/97-torre-del-pino.gif","","","","true","","","","","","676629.74 4613296.32",2013-10-16T00:00:00Z,"c/ Zurita nº 15, 1º Izda <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 239 283 / 976 150 61","/ciudad/turismo/es/agenda/detalle_Restaurante?id=280&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/281","RESTAURANTE BOLE","C/ Francisco Vitoria, 3","50008","Zaragoza","","info@vinosbole.com","http://www.vinosbole.com","/cont/paginas/turismo/oficina/rsc/img/empresa/bole.jpg","","","","","","Sin Gluten","","Dirigido por José Luis Borlán, conocido sumiller aragonés.
Selecto restaurante a la carta.

Es a su vez, el mejor bar de vinos de Aragón. En su barra, sus tapas aúnan moderniad y tradición, y para acompañar, una cuidada selección de vinos por copas.
Selecta carta de vinos con más de 300 referencias, para consumir en el local o para llevar.

Jamón Ibérico de bellota, quesos aragones y las mejores anchoas del cantábrico completan su oferta.","1","30","676469.46 4612978.93",2015-04-17T00:00:00Z,"C/ Francisco Vitoria, 3 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 22 30 16","/ciudad/turismo/es/agenda/detalle_Restaurante?id=281&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/296","RESTAURANTE LA JAMONERÍA EL CORTADOR DE JAMON","C/ Bruno Solano, 16","50006","Zaragoza","","felix@lajamoneria.es","http://www.elcortadordejamon.com","/cont/paginas/turismo/oficina/rsc/img/empresa/jamoneria2.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/79-la-jamoneria.gif","","true","","","","","En este restaurante todo el jamón se corta a cuchillo. También destacan sus platos de cuchara, las pochas con perdiz escabechada, el rabo de toro, ls alcachofas y las manitas de ministro. Muy cerca de un aparcamiento público. Tiene menús de distintos precios.","1","226","675515.76 4612022.11",2016-09-22T00:00:00Z,"C/ Bruno Solano, 16 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 56 62 68","/ciudad/turismo/es/agenda/detalle_Restaurante?id=296&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/301","FINCA SANSUI - El Jardín del Agua","Autovía A-23 Pirineos (Crta Huesca) Km 9,6 direcc. Zaragoza","50830","Villanueva de Géllego (Zaragoza)","","congresos@elcachirulo.es","http://www.sansui.es","/cont/paginas/turismo/oficina/rsc/img/empresa/sansui1.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/96-sansui.gif","","","","true","","","","","","679165.57 4623075.64",2016-09-27T00:00:00Z,"Autovía A-23 Pirineos (Crta Huesca) Km 9,6 direcc. Zaragoza <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976796323","/ciudad/turismo/es/agenda/detalle_Restaurante?id=301&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1736","DON FON","C/ Berenguer Bardaji, 68","50017","ZARAGOZA","","donfon@eresmas.com","","","","","","","","","","Contacto. Sr. D. Shudi Pan","2","80","674283.61 4613119.49",2016-07-26T00:00:00Z,"C/ Berenguer Bardaji, 68 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 34 76 71","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1736&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1740","ESPEJO","C/ Santiago, 30-32","50003","Zaragoza","","","","","","","","","","","","","1","60","676814.74 4613848.77",2016-07-23T00:00:00Z,"C/ Santiago, 30-32 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 29 34 32","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1740&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1742","FARTALLA, LA","C/ Reconquista, 8","50001","Zaragoza","","","","","","","","","","","","","1","44","676998.59 4613261.85",2016-07-23T00:00:00Z,"C/ Reconquista, 8 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 29 47 65","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1742&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1744","EL FERIAL","C/ Sixto Celorrio, 72","50015","Zaragoza","","","","","","","","","","","","","1","48","676978.58 4614632.52",2016-07-23T00:00:00Z,"C/ Sixto Celorrio, 72 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 51 11 65","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1744&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1745","NUEVO SIGLO","C/ José Pellicer, 7","50007","Zaragoza","","","","","","","","","","","","Contacto: Sr. D. Yiguan Xia","2","90","676836.83 4611893.39",2014-06-25T00:00:00Z,"C/ José Pellicer, 7 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 278 731","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1745&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1746","FLANDES Y FABIOLA","Parque Primo de Rivera","50006","Zaragoza","","","","","","","","","","","","","1","50","675371.39 4611436.24",2016-07-23T00:00:00Z,"Parque Primo de Rivera <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 38 72 38","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1746&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1747","LA FORJA","C/ Mayor, 43 dpdo.","50001","Zaragoza","","virueles@hotmail.com","","/cont/paginas/turismo/oficina/rsc/img/empresa/laforja.jpg","","","true","","","","","Restaurante tipico aragones donde comer auntentica carne a la brasa en el mismo centro de Zaragoza. Cocina Aragonesa. Genuina Brasa de Carbón Vegetal donde cocinamos su carne al momento. Trato amable y familiar. Especialidad en Migas a la Pastora, Caracoles a la Brasa y Pimientos del Piquillo Rellenos de Ternasco. Seleccionada carta de Vinos Aragoneses y Españoles.","2","104","676970.77 4613686.47",2016-07-23T00:00:00Z,"C/ Mayor, 43 dpdo. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 29 12 84","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1747&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1748","FORO ROMANO - TREVI","Pza. de la Seo, 2-3","50001","Zaragoza","","reservas@hoteltibur.com","http://www.avilhoteles.com","","","true","","","","","<div><img src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt=""Accesible con acompañante""/> Accesible con Acompañante</div><ul><li><strong>Acceso</strong>:  Acceso por rampa desde el Hotel Tibur</li><li>Aseos adaptados: No</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","Restaurante Foro Romano. Restaurante del Hotel Tibur. Abierto todos los días.","2","80","676929.52 4613869.03",2016-07-22T00:00:00Z,"Pza. de la Seo, 2-3 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 20 20 00","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1748&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1750","GERARDO","C/ Italia, 57","50010","Zaragoza","","","","","","","","","","","","Contacto: Gerardo Luis Biurrun Lacuey","1","36","675019.58 4613261.46",2016-06-27T00:00:00Z,"C/ Italia, 57 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 35 51 18","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1750&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1753","BURGER KING","C/ Coso, 62","50001","Zaragoza","","","","","","","","","","","","","1","136","676662.06 4613478.68",2016-06-03T00:00:00Z,"C/ Coso, 62 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 22 71 14","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1753&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1763","ITZIAR 2","C/ Juan José Rivas, 9","50006","Zaragoza","","","","","","","","","","","","","1","80","675715.91 4612318.94",2016-06-16T00:00:00Z,"C/ Juan José Rivas, 9 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 35 57 77","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1763&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1764","JABATO, EL","Crta. Logroño, km.2-4, Polígono Portazgo, Nave 29","50011","Zaragoza","","","","","","","","","","","","","1","45","661822.79 4614958.34",2016-07-15T00:00:00Z,"Crta. Logroño, km.2-4, Polígono Portazgo, Nave 29 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 68 10 54","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1764&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1765","JARDINCILLO, EL","Crta. Logroño, km.3,700","50011","Zaragoza","","","","","","","","","","","","","1","295","664932.52 4616996.94",2016-06-16T00:00:00Z,"Crta. Logroño, km.3,700 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 33 57 98","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1765&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1766","JAUJA","C/ Embarcadero, 2","50009","Zaragoza","","","","","","","","","","","","Contacto: Oscar Serrano Pujol","1","24","674403.56 4610981.7",2016-06-16T00:00:00Z,"C/ Embarcadero, 2 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 52 12 00","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1766&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1767","KUPELA, LA SIDRERIA","C/ Santiago, 23","50003","Zaragoza","","","","","","","","","","","","Asador de ambiente tranquilo especializado en cocina vasco-aragonesa, con platos como chuletón de buey gallego, tortilla de bacalao, ensalada de pimientos asados con cebolla de Fuentes y bonito, lubina al orio de frutos secos y miel, ternasco a la brasa y chorizo a la sidra. Sala con capacidad para 80 comensales, ideal para banquetes y reuniones.","2","50","676823.83 4613858.61",2016-06-16T00:00:00Z,"C/ Santiago, 23 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 39 02 58","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1767&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1769","LONJA, LA","Cº de Cogullada, s/n (Mercazaragoza)","50014","Zaragoza","","","","","","","","","","","","","2","112","678667.08 4617144.66",2016-06-16T00:00:00Z,"Cº de Cogullada, s/n (Mercazaragoza) <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 39 77 38","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1769&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1770","MALLOS, LOS","C/ Alicante, 16","50007","Zaragoza","","","","","","","","","","","","Nº Plazas 90","1","90","676153.52 4611244.64",2016-07-29T00:00:00Z,"C/ Alicante, 16 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 38 89 47","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1770&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1772","MAMMA MIA","Pza. San Miguel, 7","50001","Zaragoza","","","","","","","","","","","","","2","70","676584.28 4613413.37",2016-06-16T00:00:00Z,"Pza. San Miguel, 7 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 39 14 13","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1772&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1774","MAMBLAS","C/ Mamblas, 22","50058","Zaragoza (Santa Isabel)","","","","","","","","","","","","Contacto: Francisca Puy Falceto","1","40","681501.17 4615104.43",2016-06-16T00:00:00Z,"C/ Mamblas, 22 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 57 47 67","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1774&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1776","TABERNA BILBILIS","C/ Juan Moneva, 6","50001","Zaragoza","","","","","","","","","","","","Titular: Falcón Lasheras, sc","1","18","676487.46 4613281.24",2015-04-16T00:00:00Z,"C/ Juan Moneva, 6 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 22 91 62","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1776&op=t"
"http://www.zaragoza.es/api/recurso/turismo/restaurante/1777","LA TAGLIATELLA","C/ Don Jaime I, 43","50003","Zaragoza","","tagliatella@yvanos.com","","/cont/paginas/turismo/oficina/rsc/img/empresa/latagliatella.jpg","","","true","","","","","Restaurante italiano situado junto a la plaza del Pilar, cerca de un aparcamiento público. Dispone de terraza de verano. Decorado al estilo de la antigua Italia. Preparan una deliciosa pasta fresca.","1","44","676873.13 4613847.68",2016-07-06T00:00:00Z,"C/ Don Jaime I, 43 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 44 66 66","/ciudad/turismo/es/agenda/detalle_Restaurante?id=1777&op=t"
