"WORK_ORDER_NUMBER","WORK_ORDER_ACTIVITY_DESC","WORK_ORDER_ADDRESS","WORK_ORDER_INITIATED_DATE","WORK_ORDER_COMPLETED_DATE"
272328,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","    ",02/10/2010 10:42:00,06/13/2013 09:14:00
272329,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 09:15:00
272330,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","    ",02/10/2010 10:42:00,06/13/2013 09:15:00
272331,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","    ",02/10/2010 10:42:00,06/13/2013 09:16:00
272332,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/13/2013 09:16:00
272333,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","    ",02/10/2010 10:42:00,06/13/2013 09:17:00
271078,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","6467 54 ST NE  ",02/03/2010 10:54:00,10/10/2013 10:48:00
272334,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 09:58:00
272335,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 09:59:00
272336,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","    ",02/10/2010 10:42:00,10/03/2013 11:43:00
272337,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:03:00
272338,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","    ",02/10/2010 10:42:00,06/13/2013 11:05:00
272339,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/13/2013 11:05:00
272340,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU"," 112 AV NW  ",02/10/2010 10:42:00,06/13/2013 11:06:00
272341,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:06:00
272342,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:19:00
272343,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:19:00
272344,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU"," TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:20:00
272345,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:20:00
272346,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:21:00
272347,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:21:00
272348,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  TWELVE MI COULEE RD NW  ",02/10/2010 10:42:00,06/13/2013 11:21:00
272349,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","120 ROCKYSPRING GV NW  ",02/10/2010 10:42:00,06/13/2013 11:22:00
272350,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/13/2013 11:22:00
272351,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/06/2013 11:23:00
272352,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/13/2013 11:23:00
272353,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/13/2013 11:24:00
272354,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/13/2013 11:24:00
272355,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/13/2013 11:25:00
272356,"Signs Field Ops - Detours set up / take down Recoverable - W/O from Traffic Engineering and other City BU","  112 AV NW  ",02/10/2010 10:42:00,06/06/2013 11:25:00
272437,"Signals Trouble - Overhead Maintenance","    ",02/10/2010 17:07:00,01/17/2013 11:55:00
272486,"Traffic Assessment Design, Review and Update (Non-Recoverable) -   PeopleSoft Activity 225455","  TARALAKE CM NE  ",02/11/2010 09:00:00,06/13/2013 09:02:00
265885,"Signs Field Ops - Road Marking Non-Recoverable - Used for applying new roadmarking for existing roadway, and summer re-paint program","  194 AV SE  ",12/29/2009 15:58:00,01/15/2013 11:13:00
266930,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",01/07/2010 13:43:00,01/15/2013 11:29:00
269781,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",01/25/2010 09:20:00,01/15/2013 11:33:00
269785,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",01/25/2010 09:39:00,01/15/2013 11:33:00
267366,"Signs Manufacture - Custom Signs - any sign made from a flat sheet of aluminum requiring customized work.","    ",01/11/2010 15:14:00,01/15/2013 11:32:00
269145,"Replace or Change Traffic Signal Electrical Device (i.e. cabinet, wiring) WITH Value Increase","  36 ST NE  ",01/20/2010 11:11:00,06/16/2013 20:00:00
269146,"Replace or Change Traffic Signal Head / Beacon WITH Value Increase","  36 ST NE  ",01/20/2010 11:12:00,06/16/2013 20:00:00
269148,"Replace or Change Steel (WITH value increase/ new asset)","  36 ST NE  ",01/20/2010 11:15:00,06/16/2013 20:00:00
270514,"SL Replace Fuse","7 WESTPOINT PL SW  ",10/15/2009 00:00:00,01/15/2013 10:22:00
270307,"Sign Field Ops - Road Marking Recoverable - W/O from TE where new roadmarking is required, other City BU, and developers for new subdivisions","  106 AV SE  ",01/28/2010 13:19:00,04/03/2013 06:57:00
219630,"Signals LRT - Relay Repair","    ",01/01/2009 08:13:00,02/15/2013 13:56:00
277533,"TR Cleaning (graffiti, sweeping, garbage,) no value change","    ",03/16/2010 10:33:00,01/16/2013 13:31:00
277513,"Signals Trouble-Maintenance of PTZ Cameras","    ",03/16/2010 09:22:00,01/16/2013 13:28:00
277518,"Signals Trouble-Maintenance of PTZ Cameras","    ",03/16/2010 09:40:00,01/16/2013 13:29:00
276805,"SL Administrative, Service Charges","  COUNTRY HILLS BV NW  ",03/11/2010 00:00:00,06/13/2013 08:49:00
276824,"Signals Trouble - Overhead Maintenance","    ",03/11/2010 13:48:00,01/17/2013 11:55:00
276856,"Install, replace, modify, or remove a Signal (Steel)","320 19 ST NE  ",03/11/2010 15:01:00,06/03/2013 09:05:00
278153,"SL Replace Bulb","    ",03/19/2010 00:00:00,06/13/2013 08:47:00
278037,"SL Replace Bulb","123 PINEMILL WY NE  ",03/19/2010 00:00:00,06/13/2013 08:47:00
273529,"Traffic Parking & Assessment - Design, review and update (Non-Recoverable)","620 22 AV SW  ",02/19/2010 13:48:00,01/18/2013 09:06:00
272589,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272591,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272592,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272593,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272594,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272595,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272596,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272597,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272598,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272599,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272600,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272601,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272602,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272604,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272605,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272606,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU"," 112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272607,"Signs Manufacture - Street Name Blades","    ",02/11/2010 11:05:00,05/30/2013 11:58:00
272608,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272609,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272610,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272611,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU"," TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272612,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272613,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272614,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272615,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  TWELVE MI COULEE RD NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272616,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","120 ROCKYSPRING GV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272617,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272618,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272619,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272620,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272621,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272622,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272623,"Signs Field Ops - New Sign Installation Recoverable - Installing a new sign for another City BU","  112 AV NW  ",02/11/2010 11:05:00,05/30/2013 11:58:00
272725,"Traffic Assessment Design, Review and Update (Non-Recoverable) -   PeopleSoft Activity 225455","  BOWRIDGE CR NW  ",02/11/2010 16:03:00,10/11/2013 11:26:00
273008,"Remove and/or Expire Traffic Signal Head/ Crosswalk or AWF Beacon","  17 AV SW  ",02/16/2010 13:22:00,01/29/2013 11:03:00
273014,"Remove and/or Expire the Asset -  (NON City Owned Asset )","  17 AV SW  ",02/16/2010 13:31:00,01/29/2013 11:04:00
274894,"SL Administrative, Service Charges","47 MACEWAN RIDGE GA NW  ",03/01/2010 00:00:00,06/13/2013 08:57:00
276011,"SL Replace Luminaire","  25 ST SW  ",03/08/2010 00:00:00,06/13/2013 08:57:00
281923,"SL Replace Bulb","140 WESTWOOD DR SW  ",04/12/2010 00:00:00,06/13/2013 08:44:00
283045,"SL Replace Bulb","220 HAYSBORO CR SW  ",04/21/2010 00:00:00,06/13/2013 08:35:00
282396,"Install Traffic Signal Head / Crosswalk or AWF Beacon","  FALCONRIDGE BV NE  ",04/15/2010 08:58:00,01/02/2013 11:33:00
279544,"SL Replace relay","9 SIGNATURE PT SW  ",03/29/2010 00:00:00,06/13/2013 08:45:00
280171,"Locating of Utilities (such as Red Light Cameras, Counting Stations, Signals Underground, signs, street lights etc.).","    ",03/31/2010 10:23:00,01/16/2013 13:24:00
280192,"Locating of Utilities (such as Red Light Cameras, Counting Stations, Signals Underground, signs, street lights etc.).","    ",03/31/2010 10:51:00,01/16/2013 13:27:00
278690,"Replace or Change Steel (WITH value increase/ new asset)","  20 AV NE  ",03/22/2010 14:36:00,08/24/2013 20:00:00
278704,"Replace or Change a Base (WITH value increase/ new asset)","  36 ST NE  ",03/22/2010 14:47:00,09/14/2013 16:00:00
278713,"Replace or Change Steel (WITH value increase/ new asset)","  36 ST NE  ",03/22/2010 14:50:00,09/14/2013 16:00:00
278595,"Replace or Change a Base (WITH value increase/ new asset)","  20 AV NE  ",03/22/2010 13:05:00,08/24/2013 20:00:00
278601,"Replace or Change Traffic Signal Electrical Device (i.e. cabinet, wiring) WITH Value Increase","  20 AV NE  ",03/22/2010 13:14:00,08/24/2013 20:00:00
278612,"Replace or Change Traffic Signal Head / Beacon WITH Value Increase","  36 ST NE  ",03/22/2010 13:33:00,09/14/2013 16:00:00
278725,"SL Administrative, Service Charges","  6 ST SW  ",03/22/2010 00:00:00,06/13/2013 08:46:00
279322,"Signals Construction - Investigation, Analysis and Overhead","  10 ST SW  ",03/25/2010 17:08:00,01/16/2013 10:06:00
278602,"Replace or Change Traffic Signal Head / Beacon WITH Value Increase","  20 AV NE  ",03/22/2010 13:17:00,08/24/2013 20:00:00
278610,"Replace or Change Traffic Signal Electrical Device (i.e. cabinet, wiring) WITH Value Increase","  36 ST NE  ",03/22/2010 13:30:00,09/14/2013 16:00:00
280175,"Locating of Utilities (such as Red Light Cameras, Counting Stations, Signals Underground, signs, street lights etc.).","    ",03/31/2010 10:35:00,01/16/2013 13:25:00
279061,"Sign Field Ops - Road Marking Recoverable - W/O from TE where new roadmarking is required, other City BU, and developers for new subdivisions","  96 AV NE  ",03/24/2010 11:36:00,12/05/2013 14:48:00
279875,"SL Replace photo electric cell","  26 AV SW  ",03/30/2010 00:00:00,06/13/2013 08:44:00
283085,"Traffic Detours - Investigation Process (Recoverable)","  5 AV NW  ",04/22/2010 07:30:00,01/16/2013 14:02:00
280974,"Signals Trouble - Overhead Maintenance","    ",04/06/2010 14:46:00,01/16/2013 13:21:00
282682,"Sign Field Ops - Road Marking Recoverable - W/O from TE where new roadmarking is required, other City BU, and developers for new subdivisions","  10 ST NW  ",04/16/2010 15:30:00,01/16/2013 10:28:00
282748,"SL Replace Bulb","  JOHN LAURIE BV NW  ",04/19/2010 00:00:00,06/13/2013 08:35:00
281690,"SL Replace Bulb","10 FALMEAD BA NE  ",04/12/2010 00:00:00,06/13/2013 08:43:00
287794,"Signs Field Ops - Road Marking Non-Recoverable - Used for applying new roadmarking for existing roadway, and summer re-paint program","751 3 ST SW 417A",05/25/2010 14:38:00,01/16/2013 12:49:00
288398,"Signs Field Ops - Road Marking Non-Recoverable - Used for applying new roadmarking for existing roadway, and summer re-paint program","1010 26 AV SE  ",05/31/2010 13:07:00,01/16/2013 10:25:00
288905,"Signs Manufacture - Vehicle Graphics - Fire Trucks, EMS vehicles etc.","    ",06/03/2010 10:12:00,01/09/2013 09:51:00
288978,"Install, replace, modify, or remove a Signal (Steel)","  COUNTRY HILLS BV NE  ",06/03/2010 14:13:00,01/17/2013 14:26:00
288979,"Install Traffic Signal Electrical Device (i.e. cabinet, wiring)","  COUNTRY HILLS BV NE  ",06/03/2010 14:15:00,01/16/2013 14:26:00
