id,title,description,streetAddress,postalCode,addressLocality,telefonos,fax,email,url,image,logo,socioHoreca,accesibilidad,comment,categoria,habitaciones,camas,geometry,lastUpdated,link
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/12600","HOTEL PILAR PLAZA (ANTIGUO HOTEL LAS TORRES)","Plaza del Pilar, 11 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 39 42 50","Plaza del Pilar, 11","50001","Zaragoza","976 39 42 50","976 39 42 54","administracion@hotelpilarplaza.es","http://www.hotelpilarplaza.com","/cont/paginas/turismo/oficina/rsc/img/empresa/hotelpilarplaza.JPG","","true","","El Hotel Pilar Plaza está ubicado en un edificio del siglo XIX protegido en pleno centro histórico de Zaragoza y tiene vistas a la basílica del Pilar, situada junto al hotel.

Sus habitaciones presentan una decoración elegante y contemporánea en tonos blancos y disponen de aire acondicionado, cama extragrande, conexión Wi-Fi gratuita, TV de pantalla plana y baño privado con ducha de hidromasaje. Algunas tienen vistas al Pilar.
(Texto facilitado por el propio establecimiento en dic 2014)","Hotel 3 estrellas","51","94","676755.56 4613928.27",2016-04-05T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=12600&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1128","HOSTAL EL CARMEN","Pº María Agustín, 13, 1º <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 21 11 00","Pº María Agustín, 13, 1º","50004","Zaragoza","976 21 11 00","","info@hostalelcarmen.com","http://www.hostalelcarmen.com","","","true","","Habitaciones con lavabo","Hostal","10","15","675879.65 4613313.37",2016-04-03T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1128&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/14097","HOTEL RAUSÁN ALFAJARÍN","Ctra.Madrid-Barcelona, km.341 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 10 00 02","Ctra.Madrid-Barcelona, km.341","50172","Alfajarín (Zaragoza)","976 10 00 02","976 10 10 17","hotelrausan@hotelrausan.com","http://www.hotelrausan.com","/cont/paginas/turismo/oficina/rsc/img/empresa/rausan_1.jpg","","true","","","Hotel 2 estrellas","42","78","",2016-08-01T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=14097&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/46","ILUNION HOTELS ROMAREDA S.A.","C/ Asín y Palacios, 11 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 35 11 00","C/ Asín y Palacios, 11","50009","Zaragoza","976 35 11 00","976 35 19 50","reservasromareda@ilunionhotels.com","http://http://www.ilunionromareda.com/","/cont/paginas/turismo/oficina/rsc/img/empresa/Romar3.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/L_IlunionsRomareda.jpg","true","<p>Hotel certificado en Accesibilidad Universal por AENOR, Norma UNE 170.001-2</p>

<strong>Acceso: </strong>
<ul>
<li>Entrada adaptada con rampa (con pendiente) y elevador salva escaleras. (pendiente de colocar)</li>
<li>Puertas automáticas.</li></ul>
<strong>Movilidad en el interior del edificio: o Zonas comunes</strong>: 
<ul><li>Recepción con mostrador  adaptado en altura y con  bucles magnéticos para la comunicación. (discapacidad auditiva)</li>
<li>Internet point accesible</li>
<li>Espacios Amplios: Sí</li>
<li>Ascensor Adaptado: con señalización en braille y números luminosos, espejo y barras de apoyo, sintetizador de voz.</li>
<li>Puertas de 80 cm.. </li>
<li>Mecanismos manuales adaptados en altura</li>
<li>Cafetería: acceso y mesas adaptadas en altura con servicio personalizado. Menús para celíacos, diabéticos o con algún tipo de alergia alimentaria.</li>
<li>Restaurante: con autoservicio adaptado a personas con movilidad reducida.</li>
<li>Salones, accesos adaptados con rampa y barandillas, para diferentes eventos. </li>
<li>Aseos: adaptado en la planta -1, acceso con ascensor,  puerta corredera, el inodoro dispone de espacio para la transferencia lateral, dos barras de apoyo móviles, lavabo regulable en altura, grifo monomando con palanca, sistema de llamada de auxilio. </li>
</ul>
<strong>Habitaciones:</strong> 
<ul><li>Habitaciones Adaptadas: para personas con movilidad reducida y otras discapacidades sensoriales.</li>
<li>Puertas: Adaptadas en anchura.</li>
<li>Armario-Vestidor: Adaptados en altura, con espacios y perchas de palo. </li>
<li>Teléfono adaptado a discapacidad visual y auditiva</li>
<li>Espacios Amplios. Sí, no hay dificultad de giro.</li>
<li>Cama articulada para facilitar la movilidad.</li>
<li>Señales de aviso luminosas conectadas con el timbre.</li>
<li>Comunicador personalizado permanente con recepción para casos de emergencia (en habitaciones adaptadas). </li>
<li>Despertador adaptado a discapacidades auditivas.</li>
<li>Aseos Adaptados: Sí, ducha adaptada a cota cero con asiento abatible, grifos monomando . El inodoro adaptado con barras de apoyo  abatibles. Lavabo regulable con espejo inclinado y adaptado en altura.</li>
</ul>
<p>Más información en: <a href=""http://www.confortelhoteles.com/es/confortel/hoteles-accesibles-confortel/"">http://www.confortelhoteles.com/es/confortel/hoteles-accesibles-confortel/</a></p>","El HOTEL CONFORTEL  ROMAREDA**** cuenta con una ubicación excelente, ubicado en una zona tranquila próxima al centro de la ciudad, enfrente del estadio de fútbol de la Romareda y el Auditorio Palacio de Congresos. Además, está a pocos metros de la Universidad de Zaragoza, el Conservatorio Superior de Música de Aragón y los principales hospitales de la ciudad (Miguel Servet, clínico Lozano Biesa, clínica Quirón, clínica Montpellier).

- 90 habitaciones con terraza exterior.
- Wifi gratuito
- Minibar gratuito
- TV.
- Secador
- Amenities
- Servicio de lavandería
- Room service
- Internet point
- Cafetería
- Restaurante
- Salones para banquetes, convenciones, exposiciones, eventos familiares, etc
- Garaje


The HOTEL CONFORTEL ROMAREDA is located in a quiet area near the city centre, just in front of La Romareda football stadium and the Zaragoza Auditórium. It is very closed to Zaragoza University, High Music Conservatoire of Aragon and the main city Hospitals such as Miguel Servet, clínico Lozano Biesa, clínica Quirón and clínica Montpellier.

- 90 rooms with balcony

- Free Wifi

- Free water in minibar

- TV

- Hair dryer

- Amenities

- Laundry service

- Room service

- Internet point

- Cafeteria

- Restaurant

- Meeting rooms

- Parking","Hotel 4 estrellas","90","145","674718.63 4611906.0",2016-09-21T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=46&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1069","PENSION LA PALMA","C/ Boggiero, 166, 3ºB. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 24 65","C/ Boggiero, 166, 3ºB.","50003","Zaragoza","976 43 24 65","976 43 72 01","","","","","true","","Habitaciones con baño","Pensión","4","7","675640.69 4613999.29",2016-04-18T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1069&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/12602","HOTEL SAUCE","C/ Espoz y Mina, 33 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 20 50 50","C/ Espoz y Mina, 33","50003","Zaragoza","976 20 50 50","976 39 85 97","hotelsauce@hotelsauce.com","http://www.hotelsauce.com","","","true","","HOTEL SAUCE es un hotel pequeño y familiar. Con una ubicación inmejorable ya que se encuentra situado a tan sólo 50 metros de la Basílica del Pilar y en el corazón histórico y comercial de nuestra Zaragoza. Nuestro trato es amable: transmitimos alegría. 
Disponemos de los siguientes servicios: - Cafetería abierta las 24 horas del día y donde por las mañanas nuestros clientes pueden disfrutar de un delicioso desayuno buffet. - Un pequeño salón social donde nuestros clientes pueden ver canales de pago en la televisión , navegar sin coste alguno por Internet en nuestros dos ordenadores con conexión ADSL, o bien mantener reuniones de trabajo. - Lavandería. - Parking cerrado para nuestros clientes enfrente del hotel.
40 acogedoras habitaciones (29 dobles, 10 individuales, 1 suite). Todas las habitaciones disponen de baño completo con secador de pelo, teléfono, televisión con canal +, aire acondicionado y caja fuerte.



HOTEL SAUCE is a small, friendly establishment with an unbeatable location, just 50 metres from the Basílica del Pilar in the historic and commercial centre of Zaragoza. 
We offer a welcoming service: we spread happiness. 
Services: Cafeteria open 24 hours a day, where our clients can enjoy a delicious breakfast buffet.  A small lounge that can be used for meetings or social activities, with satellite TV and free broad band internet and computer access.  Laundry service. Private parking.
40 comfortable rooms (29 doubles, 10 singles, 1 suite); all rooms have en suite bathroom, hairdryer, telephone, TV with Canal +, air conditioning and safe deposit box.","Hotel 2 estrellas","20","36","676821.69 4613788.36",2016-04-05T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=12602&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/184","HOTEL LAS VENTAS","Autovia de Logroño, km.10,5 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 77 04 82","Autovia de Logroño, km.10,5","50180","Utebo","976 77 04 82","","recepcion.lasventas@srhoteles.es","http://www.hotellasventas.com","/cont/paginas/turismo/oficina/rsc/img/empresa/I_Ventas.jpg","/cont/paginas/turismo/oficina/rsc/img/empresa/L_SrHoteles.jpg","true","","El hotel  Las Ventas está situado estratégicamente ya que está próximo al Aeropuerto de Zaragoza, al Parque empresarial PLAZA y a la Feria de Muestras y a tan sólo 10 km del Centro de la ciudad de Zaragoza y de la Estación Intermodal Delicias.

Luminoso, amplio y abierto a una zona ajardinada que cuenta con piscina exterior, pista de tenis y zona recreativa infantil es la mejor opción para quienes vienen buscando la tranquilidad y descanso sin renunciar al confort y servicios de un auténtico complejo hotelero. Además disponemos de un amplio parking exterior gratuito para todo tipo de vehículos y de muy fácil acceso.

El hotel Las Ventas tiene 58 habitaciones con wifi gratuito, aire acondicionado y calefacción, TV , mesa escritorio, teléfono y baño completo. Además dispone de una cafetería con una amplia variedad de tapas y bocadillos y con un menú semanal  . También podrás encontrar en su interior amplios salones con luz natural para celebrar cualquier tipo de reunión o comida en Utebo. Dentro del hotel ponemos a tu disposición wifi gratuito.
Tanto si vienes por trabajo como si estás de paso el Hotel Las Ventas hará que tu estancia sea especial por el trato personalizado que ofrecemos, por nuestras amplias instalaciones, por la tranquilidad del entorno y por nuestra buena comunicación con Zaragoza","Hotel 3 estrellas","58","100","667425.86 4618158.81",2016-09-21T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=184&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/189","HOTEL TIBUR","Pza. de la Seo, 2 y 3 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 20 20 00","Pza. de la Seo, 2 y 3","50001","Zaragoza","976 20 20 00","","reservas@hoteltibur.com","http://www.hoteltibur.com","","","true","","Parking concertado.","Hotel 3 estrellas","66","125","676923.44 4613872.0",2016-04-05T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=189&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1073","PENSIÓN IGLESIAS","C/ Verónica, 14 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 29 31 61","C/ Verónica, 14","50001","Zaragoza","976 29 31 61","","","http://www.pensioniglesias.es","","","true","","Habitación con Medio-Baño, sin lavabo","Pensión","6","10","676809.91 4613495.16",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1073&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1086","PENSIÓN TORRIJO","Avda. Tenor Fleta, 68, 3º B <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 38 55 40","Avda. Tenor Fleta, 68, 3º B","50007","Zaragoza","976 38 55 40","","pensiontorrijo@gmail.com","http://pensiontorrijo.com","","","true","","Habitaciones sin lavabo","Pensión","8","14","676769.75 4612004.98",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1086&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1093","PENSIÓN ALOTUR","C/ Conde Aranda, 126, 4º dcha <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 20 74","C/ Conde Aranda, 126, 4º dcha","50003","Zaragoza","976 43 20 74","976 43 20 74","","","","","true","","Habitaciones con baño","Pensión","8","12","675623.15 4613948.33",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1093&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1071","PENSIÓN LACASTA","C/ Fuenterrabía, 5, 7ºA <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 58 03","C/ Fuenterrabía, 5, 7ºA","50004","Zaragoza","976 43 58 03","","","","","","true","","Habitaciones sin lavabo","Pensión","6","11","675271.19 4613785.97",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1071&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1072","PENSIÓN PALUD","C/ Calatorao, 2, 4º izq <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 73 23","C/ Calatorao, 2, 4º izq","50003","Zaragoza","976 43 73 23","","","","","","true","","Habitaciones con lavabo","Pensión","8","15","675627.93 4614014.96",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1072&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1074","PENSIÓN FUENTERRABÍA","C/ Fuenterrabía, 5, 2º A <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 57 35","C/ Fuenterrabía, 5, 2º A","50004","Zaragoza","976 43 57 35","","","","","","true","","Habitaciones con lavabo","Pensión","6","11","675278.87 4613795.01",2016-04-05T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1074&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1076","PENSIÓN MIRAFLORES","C/ María Lostal, 25, 1-3. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 21 74 72","C/ María Lostal, 25, 1-3.","50008","Zaragoza","976 21 74 72","976 07 89 68","info@hostalcumbre.com","http://www.hostalcumbre.com","","","true","","Habitación con lavabo","Pensión","7","10","676682.2 4612708.72",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1076&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1078","PENSIÓN IRENE","Avda. Navarra, 36, 1ºD <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 53 29 53","Avda. Navarra, 36, 1ºD","50010","Zaragoza","976 53 29 53","","","","","","true","","Habitación sin lavabo.","Pensión","3","5","674547.16 4613842.19",2016-04-05T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1078&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1079","PENSIÓN SANTA GEMA","C/ Santander, 3 7ª planta. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 35 30 90","C/ Santander, 3 7ª planta.","50010","Zaragoza","976 35 30 90","","","http://www.pensionsantagema.com/es/pension_zaragoza","","","true","","Habitaciones con baño o lavabo.","Pensión","16","23","675426.57 4613122.86",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1079&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1081","HOSTAL PARAÍSO","Pº Pamplona, 23, 3º D <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 21 76 08","Pº Pamplona, 23, 3º D","50004","Zaragoza","976 21 76 08","976 21 76 07","info@hostal-paraiso.com","http://www.hostal-paraiso.com","","","true","","Habitación con medio baño","Hostal","39","64","676011.25 4613205.27",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1081&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1083","PENSIÓN HOLGADO","C/ Conde Aranda, 126, 2º izda. y 5º izda. y dcha. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 20 74","C/ Conde Aranda, 126, 2º izda. y 5º izda. y dcha.","50003","Zaragoza","976 43 20 74","976 43 20 74","","http://www.pensionholgado.com","","","true","","Habitaciones con baño o lavabo.","Pensión","14","20","675624.87 4613941.79",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1083&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1095","PENSIÓN HOLGADO  II","C/ Conde Aranda 126, 3º Izda. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 43 20 74","C/ Conde Aranda 126, 3º Izda.","50003","Zaragoza","976 43 20 74","","","http://www.pensionholgado.com","","","true","","Habitaciones con lavabo","Pensión","8","12","675630.72 4613945.57",2016-04-03T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1095&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1096","PENSIÓN TORRERO","C/ Fray Julián Garcés, 18, 1º y 2º planta. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 27 23 21","C/ Fray Julián Garcés, 18, 1º y 2º planta.","50007","Zaragoza","976 27 23 21","","pensiontorrero@hotmail.com","http://www.pensiontorrero.es","","","true","","Habitaciones con lavabo","Pensión","10","11","676135.99 4611167.56",2016-04-13T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1096&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1097","PENSIÓN FORTEA","C/ Madre Sacramento, 45, pral. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 28 22 29","C/ Madre Sacramento, 45, pral.","50004","Zaragoza","976 28 22 29","","","http://www.pensionfortea.com","","","true","","Habitaciones con baño o con ducha.","Pensión","14","18","675631.29 4613264.88",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1097&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1101","HOTEL SAN JORGE","C/ Mayor, 4-6 <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 39 74 62","C/ Mayor, 4-6","50001","Zaragoza","976 39 74 62","976 39 85 77","jose@elpequenocatalan.com","http://www.zaragoza-ciudad.com/hotelsanjorge","","","true","","<ul><li>Parking propio.</li><li>Admiten perros pequeños.</li></ul>","Hotel 1 estrella","29","53","676856.65 4613751.24",2016-04-04T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1101&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1104","PENSIÓN ESTRELLA","Avda. Anselmo Clavé, 27, 1º <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 09 04 78","Avda. Anselmo Clavé, 27, 1º","50004","Zaragoza","976 09 04 78","","aestrella-hostal@gmail.com","http://www.hostalestrellazaragoza.com","","","true","","Habitaciones con ducha - lavabo","Pensión","12","19","675518.23 4613316.45",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1104&op=t"
"http://www.zaragoza.es/api/recurso/turismo/alojamiento/1108","PENSIÓN LUIS CANDELAS","C/ Maestro Mingote, 3, pral. izqda. <strong><abbr title=""Teléfono"">Tel.:</abbr></strong> 976 42 30 25","C/ Maestro Mingote, 3, pral. izqda.","50002","Zaragoza","976 42 30 25","976 59 17 60","","","","","true","","Habitaciones con lavabo","Pensión","4","5","678153.97 4613155.9",2016-04-06T00:00:00Z,"/ciudad/turismo/es/organiza-viaje/detalle_Alojamiento?id=1108&op=t"
