CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,URBAN_STR,DECADE,SRG,CONTACT,EMAIL,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,APP,APPLEWOOD PARK,EAST,RECENT SUBURBS,1990s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,6127,2053,520,0,1412,1369,20,0,485,132,0,47,0,0,0,0,0,0,0,0,411,150,657,2,63,9,0,39,4,93,0,0,8,0,19,15,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,51,408,9,0,0,1,1345,1192,4912,19,0,4,0,288,504,397,574,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566371.30109000000,5555.60108527000
Residential,1,STR,STRATHCONA PARK,WEST,RECENT SUBURBS,1980s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,7201,2418,569,0,2204,1935,224,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,197,483,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,174,547,9,5,0,0,1907,1833,6171,28,0,0,0,253,737,466,829,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703324.81850000000,9061.59520540000
Residential,1,PEN,PENBROOKE MEADOWS,EAST,ESTABLISHED SUBURBS,1970s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,8361,3192,687,0,1916,1614,380,0,169,681,0,348,0,0,0,0,0,0,0,0,73,0,149,4,92,0,0,243,23,566,3,0,102,0,369,182,1156,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,438,1874,30,0,4,1,1545,1273,4616,60,0,8,0,405,1007,608,705,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045665.66219000000,5890.92707075000
Residential,1,FHT,FOREST HEIGHTS,EAST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,6147,2202,465,0,1383,943,468,0,31,572,0,187,0,0,0,1,0,0,0,0,31,0,48,0,0,0,0,164,3,286,7,0,16,0,450,258,1355,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,238,0,0,0,1,561,353,1553,10,0,0,1,922,769,2667,20,0,0,1,336,784,428,479,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502426.84126000000,5192.34425423000
Residential,1,ASP,ASPEN WOODS,WEST,NEW SUBURBS,BUILDING OUT,DEVELOPING,Mike Marko,Mike.Marko@calgary.ca,2008,,2048,1087,237,0,604,809,0,1,153,122,0,2,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,24,24,47,0,94,0,15,604,580,1996,13,174,3,0,32,165,155,259,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3798289.01459000000,8864.81748944000
Residential,1,WGT,WESTGATE,WEST,INNER SUBURBS,1950s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,3134,1337,192,0,1003,923,54,0,141,192,0,26,0,0,0,0,0,1,0,0,138,82,224,3,0,0,0,19,2,34,2,0,5,0,51,27,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,188,66,443,4,0,0,1,907,826,2294,15,0,0,1,308,540,211,222,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150950.80277000000,4551.83099229000
Residential,1,DNC,DOWNTOWN COMMERCIAL CORE,CENTRE,CENTRE CITY,DOWNTOWN,BUILT-OUT,Thom Mahler,Thom.Mahler@calgary.ca,2008,,7887,4840,200,0,362,2,0,0,4789,20,0,0,0,13,1,1,0,14,0,88,4416,357,6967,187,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,891,5,13,1,1,18,5,26,0,0,1,0,1,0,3,0,0,1,29,2426,1564,349,98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328171.97659000000,5320.37808714000
Residential,1,RCK,ROSSCARROCK,WEST,INNER SUBURBS,1950s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,3206,1622,195,0,432,446,448,4,357,96,0,271,0,0,0,0,0,0,0,0,334,30,585,23,0,0,0,217,14,401,12,0,42,2,401,126,991,19,19,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,91,6,242,3,0,2,3,405,256,987,21,11,6,0,418,565,275,175,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062226.70446000000,4400.01113442000
Residential,1,PKD,PARKDALE,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2008,,2093,1147,97,0,490,508,126,20,322,29,0,140,0,0,1,1,0,0,0,0,292,66,362,3,27,0,0,114,3,167,7,2,17,0,100,70,236,2,24,0,0,0,0,0,0,0,0,0,19,0,31,1,0,0,0,2,0,153,0,0,0,0,25,17,38,1,3,0,1,479,334,1106,12,12,4,2,454,365,113,92,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050300.50110000000,5240.32401000000
Residential,1,SSD,SUNNYSIDE,CENTRE,INNER CITY,PRE-1940,BUILT-OUT,Dawn Boutilier,Dawn.Boutilier@calgary.ca,2008,,3661,2355,128,0,772,536,40,15,1465,185,0,109,0,3,0,0,0,2,0,1,1377,291,1986,73,4,10,2,93,0,123,8,0,6,0,39,22,89,1,0,0,0,0,0,0,0,0,0,0,11,7,15,0,0,0,0,4,0,9,1,0,0,1,178,129,365,6,0,0,5,508,323,1074,20,2,1,5,1159,775,176,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022201.30510000000,5850.78674070000
Residential,1,EAU,EAU CLAIRE,CENTRE,CENTRE CITY,DOWNTOWN,BUILT-OUT,Thom Mahler,Thom.Mahler@calgary.ca,2008,,1638,1152,62,0,623,1,0,0,1125,23,0,0,0,0,0,0,0,3,0,23,968,605,1585,63,31,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,22,18,43,0,0,1,0,1,0,2,0,0,0,3,460,448,63,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516055.74500800000,3221.64393304000
Residential,1,CHN,CHINATOWN,CENTRE,CENTRE CITY,DOWNTOWN,BUILT-OUT,Thom Mahler,Thom.Mahler@calgary.ca,2008,,1281,1457,28,0,162,0,0,0,1435,21,0,0,1,0,0,0,0,0,0,7,822,162,1269,30,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,470,284,48,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247558.48302100000,2670.20464203000
Residential,1,SPR,SPRUCE CLIFF,WEST,INNER SUBURBS,1950s,BUILT-OUT,Steve Jones,Steve.Jones2@calgary.ca,2008,,3271,2176,208,0,716,317,99,0,1560,124,0,75,0,0,0,1,0,0,0,2,967,424,1506,172,417,2,0,62,8,120,3,0,10,0,88,33,206,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,248,0,0,0,2,117,18,476,5,0,0,0,302,233,715,8,5,2,1,686,535,136,137,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081282.34020000000,4695.31014920000
Residential,1,CAS,CASTLERIDGE,NORTHEAST,RECENT SUBURBS,1980s,BUILT-OUT,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,6329,1940,659,0,1246,1458,226,0,120,0,0,136,0,0,0,0,0,0,0,0,110,0,206,10,0,0,0,110,9,256,13,0,13,0,219,130,756,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,1107,5111,40,0,0,0,203,440,397,610,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212142.08070000000,4570.77495815000
Industrial,2,SKW,SKYLINE WEST,NORTH,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Robyn Holme,Robyn.Holme@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825984.78430600000,4686.71479355000
Residential,1,BRE,BRENTWOOD,NORTHWEST,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2008,,6195,2575,296,0,1687,1980,0,83,206,240,0,66,0,0,0,0,0,0,0,1,202,5,289,3,0,0,0,60,1,121,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,128,4,0,0,0,0,0,0,0,0,0,1,220,0,482,19,0,0,0,1930,1676,5175,46,2,2,0,591,924,392,539,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890587.61578000000,8008.90123734000
Residual Sub Area,4,01B,01B,NORTHWEST,OTHER,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2008,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982904.34064000000,6156.27761988000
Residential,1,NHU,NORTH HAVEN UPPER,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,643,246,33,0,226,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,225,640,2,0,0,0,42,93,43,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269104.30616700000,2418.67369893000
Industrial,2,SKE,SKYLINE EAST,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Zheng Dou,Zheng.Dou@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554908.42752800000,3438.30333461000
Residential,1,GRV,GREENVIEW,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,1966,1111,109,0,415,206,30,0,511,309,0,55,0,0,0,0,0,0,0,0,455,83,708,55,0,1,0,46,0,77,0,0,9,0,29,9,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,297,171,662,10,0,1,0,198,152,441,6,0,2,0,436,375,127,76,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453727.28490400000,3866.51701485000
Residential,1,NHV,NORTH HAVEN,NORTH,ESTABLISHED SUBURBS,1960s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,2354,963,132,0,674,605,204,0,50,86,0,18,0,0,0,0,0,0,0,0,50,0,54,0,0,0,1,15,0,26,2,0,0,0,198,110,490,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,232,3,0,0,0,594,564,1552,11,0,0,0,207,346,178,195,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845599.29442900000,4110.69209099000
Residential,1,BOW,BOWNESS,NORTHWEST,ESTABLISHED SUBURBS,PRE-1940,BUILT-OUT,Laura Weckman,Laura.Weckman@calgary.ca,2008,,11308,5228,737,0,2631,2398,822,64,677,846,0,405,4,2,6,1,0,3,0,0,634,122,917,43,0,0,0,342,27,660,17,0,46,0,794,346,2010,21,2,5,0,0,0,0,0,0,0,0,55,11,84,9,0,0,0,14,0,250,2,0,0,0,801,238,1769,45,0,0,0,2317,1887,5618,65,12,4,16,1459,1936,790,700,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5609292.86588000000,14421.00515140000
Industrial,2,HOR,HORIZON,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314773.72725000000,6538.68081688000
Residential,1,HIW,HIGHWOOD,CENTRE,INNER SUBURBS,1950s,BUILT-OUT,Robyn Holme,Robyn.Holme@calgary.ca,2008,,2155,991,137,0,619,740,72,3,19,16,0,140,1,0,0,0,0,0,0,0,18,0,37,1,0,0,0,110,2,188,21,0,9,0,65,31,162,7,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,16,14,36,0,0,0,4,707,571,1729,26,3,0,1,238,345,176,149,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948736.88682900000,4070.92919031000
Industrial,2,MCI,McCALL,NORTHEAST,NORTHEAST INDUSTRIAL,NON RESIDENTIAL,N/A,Cameron Salisbury,Cameron.Salisbury@calgary.ca,2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389001.40287000000,6756.47594457000
Residual Sub Area,4,05C,05C,NORTHEAST,RESIDUAL,NON RESIDENTIAL,N/A,Mike Marko,Mike.Marko@calgary.ca,2008,Y,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058622.66404000000,7767.88095508000
