Extract date,Organisation URI,Organisation label,Service type URI,Service type label,Programme ,Event title ,Event description ,Event type,Site name,Month,Date and time,Audience / Type,Ticket price,Booking information
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Heritage Open Days,Women Work and War exhibitions tour,"Join curator Lucy Moore for a tour of the Women, Work & War exhibition ",Tour,Leeds Industrial Museum,Sep,"Saturday 10 Sept, 2.30pm ",Adult,free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Heritage Open Days,Weaving: Memories and Making ,"Join museum Curators to explore weaving, there will be a talk, tour and a chance to get hands on with some museum artefacts.",,Leeds Industrial Museum,Sep,"Sunday 11th, 1 to 4pm",All,free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Saturday Mystery Matinee,Bring the family to watch a film in one of the smallest cinemas in the world. (Please ring ahead to find out what film is on),Regular event,Leeds Industrial Museum,Sep,Every Saturday afternoon 2pm,Family,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Leeds Steam Punk Market,Leeds Steam Punk Market," A fun packed day out with lots of stalls, art exhibitions, pretty things to look at, Tea and cakes, entertainment.",,Leeds Industrial Museum,Oct,sat 1st and sun 2nd Oct 11am to 5pm both days,All,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Wool Week,Wool Week,throughout October we will be joining the campaign for wool to celebrate all things woolly. Keep an eye on our website for more details.,,Leeds Industrial Museum,Oct,whole month normal admission times,All,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Big Draw,Steam inspired print workshop,As part of The STEAM powered Big Draw Festival join us for a printing workshop using some of our wonderful steam powered machines as inspiration! ,Family activity,Leeds Industrial Museum,Oct,Tues 25th 11am-1.30pm ,All,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Big Draw,Steam inspired print workshop,As part of The STEAM powered Big Draw Festival join us for a printing workshop using some of our wonderful steam powered machines as inspiration ,Family activity,Leeds Industrial Museum,Oct,Weds 26th 11am-1.30pm ,All,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Big Draw,Steam inspired print workshop,As part of The STEAM powered Big Draw Festival join us for a printing workshop using some of our wonderful steam powered machines as inspiration! ,Family activity,Leeds Industrial Museum,Oct,Thurs 27th 11am-1.30pm ,All,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Big Draw,Steam inspired water coloured art packs,As part of The STEAM powered Big Draw Festival grab at pack and paint some of our steam powered treasures around the museum ,Trail,Leeds Industrial Museum,Oct,whole month normal admission times,Family,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Halloween,Halloween Family Fun Day,"Join us for a fun packed day of spooky crafts, face painting, storytelling and more!",Family activity,Leeds Industrial Museum,Oct,Sunday 30th 1-4pm,Family,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Halloween,Spooky Halloween Crafts,"Make yourself a witches cat, a pumpkin mask and do other colouring fun.",Crafts,Leeds Industrial Museum,Oct,whole week normal admission times,Family,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Cool Christmas Crafts,Make yourself some Victorian Christmas decorations and cards.,Crafts,Leeds Industrial Museum,Dec,whole month normal admission times,Family,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Holiday Mystery Matinee,Bring the family to watch a film in one of the smallest cinemas in the world. (Please ring ahead to find out what film is on),Regular event,Leeds Industrial Museum,Oct,tues-Fri everyday during school holidays 2pm,Family,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Wednesday Mystery Matinee,Watch a classic film in one of the smallest cinemas in the world. (Please ring ahead to find out what film is on),Regular event,Leeds Industrial Museum,Sep,every weds afternoon during term time,Adult,normal admission applies,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Community groups,Knit and Natter,"Come along and join Armley Mills close knit friends, everyone welcome",Regular event,Leeds Industrial Museum,,every Saturday from 1pm to 4pm,Adult,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Community groups,The Spinners of Aire,"Meet the spinners every Wednesday afternoon to learn more about spinning, new members welcome.",Regular event,Leeds Industrial Museum,,every weds from 10.30am to 2.30pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Decades of Youth display event,My Generation  A Look Back At Youth,"Help us celebrate International Youth Day, as we host a day of intergenerational activities to tie in with Abbey House’s ‘Decades of Youth’ display.
Have a make-over in a decade of your choice, or dress in costumes from the recent past.
Join us as we perform music and dances from different eras, or simply share your reminiscences and photos with us.
Whether ‘your  era’ is the fabulous fifties, swinging sixties,  nineties, noughties or now, there’ll be something for everyone.
Come along to see how earlier years or just interested to see what the generations before you got up to when they were your age.
Drop in at any time between 10am and 3pm to participate. Open to anybody aged 13 and above, and young at heart.
10-11am Fabulous Fifties hour
11am-12pm Swinging Sixties hour
12pm-1pm Smashing Seventies hour
1pm-2pm Awesome Eighties hour
2-3pm Nifty Nineties hour
3-4pm Noughties to now",Family activity,Kirkstall Abbey,Aug,Fri 12 Aug 10am-4pm,All,Free,No booking required
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Market ,Kirkstall Abbey Market,,Regular event,Kirkstall Abbey,Jun,Sat  28 June 12- 3,All,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Market ,Kirkstall Abbey Market,"A Kirkstall Abbey Market with a difference. The Medieval Congress presents 'Medieval Kirkstall for its modern communities’. There will be cookery demonstrations, talks about the monastic history of the Abbey focusing on hospitality, eating, feasting and fasting. Tours of the abbey, food sample tastings and ‘hungry gap’ food displays.",Regular event,Kirkstall Abbey,Jun,Sun 29 June 12-3 ,All,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Toddler Tour De France ,Bring you little one and their bike to celebrate the fun of the Tour de France with fun races in our cloister. There will be mini grass courses and some big races around the whole cloister plus games and lots more fun.   ,Family activity,Kirkstall Abbey,Jul,Fri 1 July 10-11.30 ,Under 5's,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Mini dragons ,Our weekly under 5's session has a dragon theme for the summer holidays. Bring along your mini dragon for fun crafts and activities in the abbey. Please be prepared that we do get messy and we like to go outside and explore in nice weather. Older siblings welcome. ,Family activity,Kirkstall Abbey,Jul,Tues 26 Jul 10-11,Under 5's,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Grab a game,Each Wednesday of the school holidays we will be putting out a selection of games in the cloister for people to help themselves and have fun. ,Family activity,Kirkstall Abbey,Jul,Wed 27 Jul 10-3,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Picnic with a dragon ,"Come along to the abbey, bring a picnic and meet our friendly dragon Barry. Just make sure he doesn't eat your sandwiches! ",Family activity,Kirkstall Abbey,Jul,Thurs 28 July 12-1,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Market ,Kirkstall Abbey Market,"A Kirkstall Abbey Market with a difference. The Medieval Congress presents 'Medieval Kirkstall for its modern communities’. There will be cookery demonstrations, talks about the monastic history of the Abbey focusing on hospitality, eating, feasting and fasting. Tours of the abbey, food sample tastings and ‘hungry gap’ food displays.",Regular event,Kirkstall Abbey,Jul,Sat 30 July 12-3,All,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Market ,Kirkstall Abbey Market,"A Kirkstall Abbey Market with a difference. The Medieval Congress presents 'Medieval Kirkstall for its modern communities’. There will be cookery demonstrations, talks about the monastic history of the Abbey focusing on hospitality, eating, feasting and fasting. Tours of the abbey, food sample tastings and ‘hungry gap’ food displays.",Regular event,Kirkstall Abbey,Jul,Sun 31 July 12-3 ,All,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Mini dragons ,Our weekly under 5's session has a dragon theme for the summer holidays. Bring along your mini dragon for fun crafts and activities in the abbey. Please be prepared that we do get messy and we like to go outside and explore in nice weather. Older siblings welcome. ,Family activity,Kirkstall Abbey,Aug,tues 2 Aug. 10-11,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Grab a game,Each Wednesday of the school holidays we will be putting out a selection of games in the cloister for people to help themselves and have fun. ,Family activity,Kirkstall Abbey,Aug,wed 3 Aug. 10-3,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Picnic with a dragon ,"Come along to the abbey, bring a picnic and meet our friendly dragon Barry. Just make sure he doesn't eat your sandwiches! ",Family activity,Kirkstall Abbey,Aug,Thurs 4 Aug. 12-1,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Kirkstall Abbey Fun Dog Show,Bring your dog along for a fun dog show in the abbey. Categories include doggy musical statues and the dog with the waggiest tail,Family activity,Kirkstall Abbey,Aug,Sat 6 Aug 2-4 ,Family,free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Mini dragons ,Our weekly under 5's session has a dragon theme for the summer holidays. Bring along your mini dragon for fun crafts and activities in the abbey. Please be prepared that we do get messy and we like to go outside and explore in nice weather. Older siblings welcome. ,Family activity,Kirkstall Abbey,Aug,tues 9 Aug. 10-11,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Grab a game,Each Wednesday of the school holidays we will be putting out a selection of games in the cloister for people to help themselves and have fun. ,Family activity,Kirkstall Abbey,Aug,wed 10 Aug. 10-3,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Picnic with a dragon ,"Come along to the abbey, bring a picnic and meet our friendly dragon Barry. Just make sure he doesn't eat your sandwiches! ",Family activity,Kirkstall Abbey,Aug,Thurs 11 Aug. 12-1,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Mini dragons ,Our weekly under 5's session has a dragon theme for the summer holidays. Bring along your mini dragon for fun crafts and activities in the abbey. Please be prepared that we do get messy and we like to go outside and explore in nice weather. Older siblings welcome. ,Family activity,Kirkstall Abbey,Aug,tues 16 Aug. 10-11,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Grab a game,Each Wednesday of the school holidays we will be putting out a selection of games in the cloister for people to help themselves and have fun. ,Family activity,Kirkstall Abbey,Aug,wed 17 Aug. 10-3,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Picnic with a dragon ,"Come along to the abbey, bring a picnic and meet our friendly dragon Barry. Just make sure he doesn't eat your sandwiches! ",Family activity,Kirkstall Abbey,Aug,Thurs 18 Aug. 12-1,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Mini dragons ,Our weekly under 5's session has a dragon theme for the summer holidays. Bring along your mini dragon for fun crafts and activities in the abbey. Please be prepared that we do get messy and we like to go outside and explore in nice weather. Older siblings welcome. ,Family activity,Kirkstall Abbey,Aug,tues 23 Aug. 10-11,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Grab a game,Each Wednesday of the school holidays we will be putting out a selection of games in the cloister for people to help themselves and have fun. ,Family activity,Kirkstall Abbey,Aug,wed 24 Aug. 10-3,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Picnic with a dragon ,"Come along to the abbey, bring a picnic and meet our friendly dragon Barry. Just make sure he doesn't eat your sandwiches! ",Family activity,Kirkstall Abbey,Aug,Thurs 25 Aug. 12-1,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Market ,Kirkstall Abbey Market,"A Kirkstall Abbey Market with a difference. The Medieval Congress presents 'Medieval Kirkstall for its modern communities’. There will be cookery demonstrations, talks about the monastic history of the Abbey focusing on hospitality, eating, feasting and fasting. Tours of the abbey, food sample tastings and ‘hungry gap’ food displays.",Regular event,Kirkstall Abbey,Aug,sat 27 Aug. 12-3 ,All,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Market ,Kirkstall Abbey Market,"A Kirkstall Abbey Market with a difference. The Medieval Congress presents 'Medieval Kirkstall for its modern communities’. There will be cookery demonstrations, talks about the monastic history of the Abbey focusing on hospitality, eating, feasting and fasting. Tours of the abbey, food sample tastings and ‘hungry gap’ food displays.",Regular event,Kirkstall Abbey,Aug,sun 28 Aug. 12-3,All,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Kirkstall Colouring day,"spend a relaxing bank holiday colouring in the abbey, with colouring suitable for all ages including adults spread throughout the abbey",Family activity,Kirkstall Abbey,Aug,Mon 29 Aug. 10-3 ,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Mini dragons ,Our weekly under 5's session has a dragon theme for the summer holidays. Bring along your mini dragon for fun crafts and activities in the abbey. Please be prepared that we do get messy and we like to go outside and explore in nice weather. Older siblings welcome. ,Family activity,Kirkstall Abbey,Aug,tues 30 Aug. 10-11,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Grab a game,Each Wednesday of the school holidays we will be putting out a selection of games in the cloister for people to help themselves and have fun. ,Family activity,Kirkstall Abbey,Aug,wed 31 Aug. 10-3 ,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,summer holidays ,Picnic with a dragon ,"Come along to the abbey, bring a picnic and meet our friendly dragon Barry. Just make sure he doesn't eat your sandwiches! ",Family activity,Kirkstall Abbey,Sep,Thurs 1 Sep 12-1 ,Family,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,under 5's ,The Muddy Monkey Club ,"Our regular fun free craft, messy and imaginative play activities for under 5's and their carers. Please remember that we like to get messy and if the weather is nice we like to play outside too. ",Family activity,Kirkstall Abbey,,every Tues 10-11,Under 5's,free,no booking required 
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Muddy Monkey Club ,"fun free craft, messy and imaginative play activities for under 5's and their carers. Please remember that we like to get messy and if the weather is nice we like to play outside too. ",Family activity,Kirkstall Abbey,Sep,every Tuesday 10-11,Family,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Kirkstall Abbey Markets ,"come along to Kirkstall Abbey where you can try and buy some of the best produce Yorkshire has to offer. All our products are locally sourced and are produced and supplied by award winning people with a passion for food. You will also find Jewellery, fashion, crafts and collectables. ",Regular event,Kirkstall Abbey,Sep,sat 24 sep 12-3,All,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Kirkstall Abbey Markets ,"come along to Kirkstall Abbey where you can try and buy some of the best produce Yorkshire has to offer. All our products are locally sourced and are produced and supplied by award winning people with a passion for food. You will also find Jewellery, fashion",Regular event,Kirkstall Abbey,Sep,sun 25 sep 12-3,All,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Muddy Monkey Club ,"fun free craft, messy and imaginative play activities for under 5's and their carers. Please remember that we like to get messy and if the weather is nice we like to play outside too. ",Family activity,Kirkstall Abbey,Oct,every Tuesday 10-11,Family,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,mini owls ,"our usual under 5's session gets a feathery makeover for half term. Join us for a range of owl themed crafts as well as usual instruments, toys and dressing up. Older siblings welcome. ",Family activity,Kirkstall Abbey,Oct,tues 25 Oct. 10-11,Family,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,spooky scarecrow trail ,"Explore the abbey looking for things that go bump in the night! Expect vampires, werewolves, wizards and witches. ",Family activity,Kirkstall Abbey,Oct,tues 25 - sun 30 Oct. ,Family,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Kirkstall Abbey Markets ,"come along to Kirkstall Abbey where you can try and buy some of the best produce Yorkshire has to offer. All our products are locally sourced and are produced and supplied by award winning people with a passion for food. You will also find Jewellery, fashion",Regular event,Kirkstall Abbey,Oct,sat 29 Oct  12-3,All,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Kirkstall Abbey Markets ,"come along to Kirkstall Abbey where you can try and buy some of the best produce Yorkshire has to offer. All our products are locally sourced and are produced and supplied by award winning people with a passion for food. You will also find Jewellery, fashion",Regular event,Kirkstall Abbey,Oct,sun 30 Oct.  12-3,All,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,The Muddy Monkey Club ,"fun free craft, messy and imaginative play activities for under 5's and their carers. Please remember that we like to get messy and if the weather is nice we like to play outside too. ",Family activity,Kirkstall Abbey,Nov,every Tuesday 10-11,Family,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Kirkstall Abbey Markets ,"come along to Kirkstall Abbey where you can try and buy some of the best produce Yorkshire has to offer. All our products are locally sourced and are produced and supplied by award winning people with a passion for food. You will also find Jewellery, fashion",Regular event,Kirkstall Abbey,Nov,sat 26 nov 12-3,All,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Kirkstall Abbey Markets ,"come along to Kirkstall Abbey where you can try and buy some of the best produce Yorkshire has to offer. All our products are locally sourced and are produced and supplied by award winning people with a passion for food. You will also find Jewellery, fashion",Regular event,Kirkstall Abbey,Nov,sun 27 nov 12-3,All,FREE,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,"The Picture Library, Autumn Selection",,Family activity,Leeds Art Gallery but may change due to roof repairs,Sep,"Friday 23, Saturday 24 and Sunday 25 September from 12 noon - 3.30pm",All,From £6 a month,0113 320 2055
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Phoenix Crafts,"Fine selection of handmade gifts, crafts, jewellery, bath products and much more for sale.",,Lotherton Hall,Jun,"Sat 25 & Sun 26 Jun, Sun 28 & Mon 29 Aug, 10am-4pm",All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Band in the park,Leeds Central Corps of the Salvation Army playing in front of the house next to the chapel,Music/performance,Lotherton Hall,Jun,"Sun 26 Jun & Sun 14 Aug, 2-4pm",All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Annual events programme,Edwardian Gala,"Take yourself back to the golden age and enjoy an Edwardian gala at Lotherton Hall.  Face painting, side shows and activities. Live music from Cawthorne Brass Band playing in front of the house next to the chapel. Plus we will be joined by Pheonix Crafts with stalls of a selection of handmade gifts, crafts, jewellery, bath products and much more for sale.",Headline event,Lotherton Hall,Jul,"Sat 16 & Sun 17 Jul, 11am-3pm",All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Our Cousin Florence,Talk and tea with the curator,"The difference between Florence Nightingale and her cousin Marianne Nicholson.
Stephanie Davies will talk about the differences between Florence Nightingale and her cousin Marianne Nicholson, how despite being inseparable as young cousins they chose opposite paths in life. Followed by afternoon tea.",Talk,Lotherton Hall,Jul,"Tues 19 Jul, 2-4pm",Adult,"£7.50 (includes estate entrance fee)
£3.50 for members",Reception 0113 3782959
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Under 5s family event ,Little Lotherton; toddlers' club ,"This month's theme is 'Beside the Seaside', we will be bringing the summer holidays to Lotherton with sandy crafts and play",,Lotherton Hall,Jul,"Tues 19 Jul, 2-4pm",Under 5's,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Chapel Service,,Chapel Service,Regular event,Lotherton Hall,Jul,"Weds 20 Jul, 10am-12pm",Adult,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Summer holidays,Summer Holiday Adventures,"Six weeks of themed fun! Discover a new theme each week as we host a variety of family activities, crafts and trails throughout the whole summer holidays. Check the website and Facebook for details.",Family activity,Lotherton Hall,Jul,Sun 24 July ,Family,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,RSPB Event,Make a Butterfly Feeder,Build a butterfly feeder and learn how you can give nature a home ,Family activity,Lotherton Hall,Aug,"23 Jul - 4 Sept, 10am-4pm daily",Family,,Contact RSPB  Anthony.hills@rspb.org.uk
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Annual events programme,Vintage Weekend,Meet outside Stables Courtyard,Headline event,Lotherton Hall,Aug,42589,All,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Vintage Weekend 1950's & 1960's,"All the fun of the fifties and sixties with live music, outdoor games and spot prizes for the best outfits.  One person admitted free if you come in a pre 1960's vehicle",,Lotherton Hall,Aug,"Sat 20 & Sun 21 Aug, 11am-4pm",All,Normal estate admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,"Group Visit, Foresters Friendly Society",,,Lotherton Hall,Sep,Sun 4th Sept 10am-4pm,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Florence Exhibition,"""They Gave"" - a talk about the Gascoigne and Galton family of Lotherton Hall "," Michael Copeland great nephew of Gwendolen Gascoigne, and Pauline Robson local historian, will talk about the Gascoigne and Galton Philanthropic works during their time of social influence. Followed by tea and Coffee in the servants Hall.",Talk,Lotherton Hall,Sep,Thurs 8th Sept 2pm-4pm,Adult,Estate Admission only/ members free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Lotherton Autumn Harvest - Apple Day,"Welcome the autumn months with a chance to pick and try rare apples from Lotherton's own orchard with over 100 northern apple varieties to try including apple juice and cider tasting, an ‘apple and spoon race’, garden games, brass band and vegetable carving crafts",Family activity,Lotherton Hall,Sep,Sun 11th Sept 11am-4pm,Family,Normal estate admission applies,Reception 0113 3782959
