id,title,link,description,category,lastUpdated,icon,style,geometry
"http://www.zaragoza.es/api/recurso/poi/monumento-92","Estatua del Emperador Augusto","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=92","<p>Avda. de César Augusto</p>","Monumentos, Turismo",2014-09-18T00:00:00Z,"","","676438.88 4614043.73"
"http://www.zaragoza.es/api/recurso/poi/monumento-93","Fuente de Neptuno o Fuente de la Princesa","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=93","<p>Parque Grande J.A. Labordeta</p>","Monumentos, Turismo",2014-09-08T00:00:00Z,"","","675252.04 4611640.27"
"http://www.zaragoza.es/api/recurso/poi/monumento-96","Canal Imperial de Aragón","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=96","<p>Vía Pignatelli</p>","Monumentos, Turismo",2014-09-11T00:00:00Z,"","","676270.21 4611417.59"
"http://www.zaragoza.es/api/recurso/poi/monumento-74","Antiguo Matadero Municipal","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=74","<p>C/ Miguel Servet, 57</p>","Monumentos, Turismo",2014-09-30T00:00:00Z,"","","677456.98 4612727.95"
"http://www.zaragoza.es/api/recurso/poi/monumento-87","Monumento a la Constitución Española de 1978","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=87","<p>Paseo de la Constitución</p>","Monumentos, Turismo",2014-09-05T00:00:00Z,"","","676225.05 4612972.49"
"http://www.zaragoza.es/api/recurso/poi/monumento-170","Barrio de la Cartuja. Iglesia de la Cartuja Inmaculada Concepción","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=170","<p>Pza. de España 50193. Barrio de La Cartuja</p>","Monumentos, Turismo",2014-09-30T00:00:00Z,"","","676950.32 4610580.6"
"http://www.zaragoza.es/api/recurso/poi/monumento-132","Barrio de Movera. Torre Santa Engracia","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=132","<p>Carretera de Movera - Pastriz , 204 50194. Barrio de Movera</p>","Monumentos, Turismo",2014-09-11T00:00:00Z,"","","682879.46 4612601.82"
"http://www.zaragoza.es/api/recurso/poi/monumento-15","Iglesia Parroquial de San Gil Abad","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=15","<p>D. Jaime I, 15  Horario:En horario de culto Teléfono:976 29 68 98</p>","Monumentos, Turismo",2014-11-20T00:00:00Z,"","","676697.74 4613595.33"
"http://www.zaragoza.es/api/recurso/poi/monumento-98","Arboleda de Macanaz","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=98","<p>Paseo de la Ribera</p>","Monumentos, Turismo",2014-09-01T00:00:00Z,"","","676711.36 4614329.22"
"http://www.zaragoza.es/api/recurso/poi/monumento-99","Soto de Cantalobos","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=99","<p>Barrio de las Fuentes (última parada del  autobús 22)</p>","Monumentos, Turismo",2014-09-30T00:00:00Z,"","","680047.04 4612877.95"
"http://www.zaragoza.es/api/recurso/poi/monumento-100","Antigua Joyería Aladrén  ahora Gran Café de Zaragoza","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=100","<p>C/ Alfonso I, 25</p>","Monumentos, Turismo",2014-09-11T00:00:00Z,"","","676573.86 4613804.95"
"http://www.zaragoza.es/api/recurso/poi/monumento-102","Barrio de Garrapinillos. Iglesia de San Lorenzo","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=102","<p>Pza. de San Lorenzo , 1 50190. Barrio de Garrapinillos</p>","Monumentos, Turismo",2014-09-30T00:00:00Z,"","","664325.51 4616761.26"
"http://www.zaragoza.es/api/recurso/poi/monumento-107","Barrio de Monzalbarba. Torre de la Antigua Iglesia","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=107","<p>Pza. de España , s/n 50120. Barrio de Monzalbarba</p>","Monumentos, Turismo",2014-09-11T00:00:00Z,"","","669189.53 4619023.21"
"http://www.zaragoza.es/api/recurso/poi/monumento-108","Barrio de Juslibol. Iglesia de Nuestra Señora de la Asunción","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=108","<p>Pza. Mayor , s/n 50191. Barrio de Juslibol</p>","Monumentos, Turismo",2014-09-30T00:00:00Z,"","","674710.25 4618204.56"
"http://www.zaragoza.es/api/recurso/poi/monumento-181","Barrio de Alfocea. Iglesia Inmaculada Concepción","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=181","<p>C/ Iglesia , 11 50191. Barrio de Alfocea</p>","Monumentos, Turismo",2014-09-10T00:00:00Z,"","","670526.85 4621359.2"
"http://www.zaragoza.es/api/recurso/poi/monumento-187","Mercado Central","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=187","<p>Avda César Augusto</p>","Monumentos, Turismo",2014-09-10T00:00:00Z,"","","676423.95 4614022.92"
"http://www.zaragoza.es/api/recurso/poi/monumento-89","Monumento al Rey Alfonso I El Batallador","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=89","<p>Parque Grande J.A. Labordeta</p>","Monumentos, Turismo",2014-09-02T00:00:00Z,"","","675579.51 4611446.48"
"http://www.zaragoza.es/api/recurso/poi/monumento-90","Monumento al Justiciazgo","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=90","<p>Plaza de Aragón</p>","Monumentos, Turismo",2014-09-05T00:00:00Z,"","","676251.3 4613105.82"
"http://www.zaragoza.es/api/recurso/poi/monumento-91","Monumento a Goya","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=91","<p>Plaza del Pilar</p>","Monumentos, Turismo",2014-09-05T00:00:00Z,"","","676893.72 4613918.71"
"http://www.zaragoza.es/api/recurso/poi/monumento-165","Barrio de San Gregorio. Hospital de Enfermos del tórax","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=165","<p>Cº de San Gregorio. Barrio de San Gregorio</p>","Monumentos, Turismo",2014-09-30T00:00:00Z,"","","678031.92 4618060.31"
"http://www.zaragoza.es/api/recurso/poi/monumento-188","Fuente de la Samaritana","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=188","<p>Plaza del Justicia</p>","Monumentos, Turismo",2014-09-08T00:00:00Z,"","","676498.52 4613968.1"
"http://www.zaragoza.es/api/recurso/poi/monumento-97","Galacho de Juslibol","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=97","<p>Barrio de Juslibol</p>","Monumentos, Turismo",2014-09-02T00:00:00Z,"","","672319.04 4619475.88"
"http://www.zaragoza.es/api/recurso/poi/monumento-186","Monumento a Don Ramón Pignatelli","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=186","<p>Parque Pignatelli</p>","Monumentos, Turismo",2014-09-05T00:00:00Z,"","","674378.55 4610921.71"
"http://www.zaragoza.es/api/recurso/poi/monumento-189","Fuente de la Hispanidad","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=189","<p>Plaza del Pilar</p>","Monumentos, Turismo",2014-09-08T00:00:00Z,"","","676566.08 4614083.11"
"http://www.zaragoza.es/api/recurso/poi/monumento-38","Real Seminario de San Carlos Borromeo.","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=38","<p>Plaza de San Carlos, 5  Horario:En horario de culto</p>","Monumentos, Turismo",2014-09-10T00:00:00Z,"","","676992.23 4613463.62"
"http://www.zaragoza.es/api/recurso/poi/monumento-48","Palacio Arzobispal","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=48","<p>Pza de la Seo, 5</p>","Monumentos, Turismo",2014-09-11T00:00:00Z,"","","676984.82 4613895.88"
"http://www.zaragoza.es/api/recurso/poi/monumento-47","Palacio de los Condes de Sobradiel o de Gabarda","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=47","<p>Pza del Justicia, 2</p>","Monumentos, Turismo",2014-09-23T00:00:00Z,"","","676465.17 4613970.12"
"http://www.zaragoza.es/api/recurso/poi/monumento-59","Casa Juncosa","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=59","<p>Paseo de Sagasta  11</p>","Monumentos, Turismo",2014-09-10T00:00:00Z,"","","676181.93 4612562.02"
"http://www.zaragoza.es/api/recurso/poi/monumento-60","Casa Retuerta","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=60","<p>Paseo de Sagasta, 13</p>","Monumentos, Turismo",2014-09-10T00:00:00Z,"","","676180.68 4612545.51"
"http://www.zaragoza.es/api/recurso/poi/monumento-61","Quiosco de la Música","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=61","<p>Parque Grande J.A. Labordeta</p>","Monumentos, Turismo",2014-09-10T00:00:00Z,"","","675463.07 4611699.94"
"http://www.zaragoza.es/api/recurso/poi/monumento-67","Teatro del Mercado","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=67","<p>Pza. Santo Domingo, s/n  Teléfono:976 43 76 62</p>","Monumentos, Turismo",2014-09-30T00:00:00Z,"","","675873.42 4614057.49"
"http://www.zaragoza.es/api/recurso/poi/monumento-19","Palacio de los Condes de Morata o Luna","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=19","<p>Coso, 1</p>","Monumentos, Turismo",2014-09-18T00:00:00Z,"","","676331.33 4613731.92"
"http://www.zaragoza.es/api/recurso/poi/monumento-50","Casa Tarín o Casa del Canal Imperial","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=50","<p>Pza de Santa Cruz, 19</p>","Monumentos, Turismo",2014-09-10T00:00:00Z,"","","676738.34 4613794.14"
"http://www.zaragoza.es/api/recurso/poi/monumento-51","Casa de Palafox","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=51","<p>C/ Palafox, 4</p>","Monumentos, Turismo",2014-09-11T00:00:00Z,"","","677072.37 4613773.4"
"http://www.zaragoza.es/api/recurso/poi/monumento-111","Barrio de Juslibol. Palacio Arzobispal: Escudo Heráldico","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=111","<p>Pza. del Arzobispo , 54-56 50191. Barrio de Juslibol</p>","Monumentos, Turismo",2014-09-30T00:00:00Z,"","","674628.31 4618231.81"
"http://www.zaragoza.es/api/recurso/poi/monumento-101","Barrio de Casetas. Iglesia de San Miguel","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=101","<p>Carretera de Logroño , 14 50620. Barrio de Casetas</p>","Monumentos, Turismo",2014-09-09T00:00:00Z,"","","664293.23 4620554.91"
"http://www.zaragoza.es/api/recurso/poi/monumento-63","Museo Provincial de Zaragoza: Secciones de Antigüedad  y Bellas Artes","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=63","<p>Plaza de los Sitios, 6  Horario:De martes a sábado de 10 a 14.00 y de 17 a 20.00. 
Domingos y Festivos de 10 a 14.00 h. 
Lunes cerrado. Teléfono:976 22 21 81</p>","Monumentos, Turismo",2014-09-18T00:00:00Z,"","","676740.27 4613111.97"
"http://www.zaragoza.es/api/recurso/poi/monumento-52","Iglesia Parroquial de Nuestra Señora de Altabás","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=52","<p>C/ Sobrarbe, 10</p>","Monumentos, Turismo",2014-09-11T00:00:00Z,"","","677119.24 4614344.05"
"http://www.zaragoza.es/api/recurso/poi/monumento-53","Fuente de los Incrédulos","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=53","<p>Vía Ibérica</p>","Monumentos, Turismo",2014-09-01T00:00:00Z,"","","674391.94 4610943.34"
"http://www.zaragoza.es/api/recurso/poi/monumento-55","Edificio c/Prudencio, 25","http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=55","<p>C/ Prudencio, 25</p>","Monumentos, Turismo",2014-09-11T00:00:00Z,"","","676638.98 4613955.3"
