Nombre,Temas,Subtemas,Tipos,Subtipos,Subsubtipos,Perfiles,País,Provincia,Municipio,Distrito,Calle,Número,Bloque,Portal,Escalera,Planta,Puerta,Localidad,C.P.,Georreferenciación,Coordenada X (UTM),Coordenada Y (UTM),Coordenada X,Coordenada Y,CIF,Teléfono,Fax,Email,Web,Texto
"Parada autobús AVENIDA DE VALDELAPARRA - PASEO DE LA CHOPERA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV VALDELAPARRA","92","","","","","","Alcobendas","","center=40.544447893200314,-3.6615355326982395&info=Parada autobús AV VALDELAPARRA-Pº CHOPERA",443982.36000009737,4488398.679999999,40.544447893200314,-3.6615355326982395,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_8017070910575"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera)</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DE VALDELAPARRA - POLICÍA LOCAL","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV VALDELAPARRA","120","","","","","","Alcobendas","","center=40.54702450787292,-3.6621503116047887&info=Parada autobús AV.VALDELAPARRA - POLICÍA LOCAL",443932.4500000979,4488685.080000001,40.54702450787292,-3.6621503116047887,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_9927146795135"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera) </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DEL DOCTOR SEVERO OCHOA - CALLE DE RAMÓN Y CAJAL (impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV DOCTOR SEVERO OCHOA","21","","","","","","Alcobendas","","center=40.54261833095207,-3.651411497831836&info=Parada autobús AV.S.OCHOA-RAMÓN Y CAJAL",444838.1500000874,4488189.210000001,40.54261833095207,-3.651411497831836,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_6184888538861"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5>L&iacute;neas unrbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DEL DOCTOR SEVERO OCHOA - CALLE DE RAMÓN Y CAJAL (pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV DOCTOR SEVERO OCHOA","32","","","","","","Alcobendas","","center=40.54203109759403,-3.652120484322855&info=Parada autobús AV.S.OCHOA-RAMÓN Y CAJAL",444777.6300000881,4488124.469999999,40.54203109759403,-3.652120484322855,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5411763169729"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5>L&iacute;neas unrbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul><h5 class=""tipo1"">&nbsp;L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DEL DOCTOR SEVERO OCHOA - PABELLÓN DEPORTIVO DE LOS SUEÑOS","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV DOCTOR SEVERO OCHOA","3","","","","","","Alcobendas","","center=40.54535903551915,-3.6505430088928392&info=Parada autobús AV.S.OCHOA-PAB.SUEÑOS",444913.9400000866,4488492.890000001,40.54535903551915,-3.6505430088928392,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3104650873045"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5>L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DEL DOCTOR SEVERO OCHOA - PARQUE DE GALICIA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV DOCTOR SEVERO OCHOA","(Parque Galicia)","","","","","","Alcobendas","","center=40.54118919962226,-3.654784052360985&info=Parada autobús AV. DR S.OCHOA - PARQUE GALICIA",444551.3800000907,4488032.6899999995,40.54118919962226,-3.654784052360985,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7754157968326"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA DEL DOCTOR SEVERO OCHOA - PASEO DE LA CHOPERA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV DOCTOR SEVERO OCHOA","(frente a nº 5)","","","","","","Alcobendas","","center=40.54433265413087,-3.650943215777316&info=Parada autobús AV.S.OCHOA-CHOPERA",444879.210000087,4488379.21,40.54433265413087,-3.650943215777316,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_668195977944"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5>L&iacute;neas unrbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul><h5 class=""tipo1"">&nbsp;L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas-Estaci&oacute;n de Valdelasfuentes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA MIGUEL DE CERVANTES - CALLE DE DOLORES IBARRURI (Impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"A. Miguel de Cervantes","5","","","","","","Alcobendas","","center=40.55050509132076,-3.6504313291006247&info=Parada autobús AV. M.CERVANTES - C/D. IBARRURI",444927.6125000864,4489064.0421,40.55050509132076,-3.6504313291006247,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_6633634122707"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas (Paseo de la Chopera)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA MIGUEL DE CERVANTES - CALLE DE DOLORES IBARRURI (Pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"A. Miguel de Cervantes","5","","","","","","Alcobendas","","center=40.550562163245644,-3.650147892242734&info=Parada autobús AV. M.CERVANTES - C/D.IBARRURI (Pares)",444951.65815661213,4489070.200106928,40.550562163245644,-3.650147892242734,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7672345228424"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA OLÍMPICA - CALLE DE FRANCISCA DELGADO - PABELLÓN DEPORTIVO","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV OLIMPICA","5","","","","","","Alcobendas","","center=40.53645873846397,-3.632695295981189&info=Parada autobús AV.OLÍMPICA - C/FRCA DELGADO",446418.1500000714,4487493.939999999,40.53645873846397,-3.632695295981189,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1058453736218"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2254"">151. Madrid (Plaza de Castilla) -Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2255"">152C. Madrid-S.S. Reyes (Pol&iacute;gono Industrial Norte) </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2257"">154. Madrid-S.S. Reyes Circular (Chamartin - Por Fuencarral) </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2259"">154C. Madrid-S.S. Reyes (Avenida Qui&ntilde;ones)</a> <br />	</li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2765"">156. Madrid (Pza. Castilla) S.S. de los Reyes (P.I. Moscatelares)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n)-San Sebasti&aacute;n de los Reyes (Tempranales)</a>&nbsp;</li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2766"">161. Madrid (Pza. Castilla)-Urb. Fuente del Fresno</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2767"">171. Madrid (Plaza Castilla ) - Ciudad de Santo Domingo</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2279"">N-103. (L&iacute;nea Nocturna). Madrid-Algete</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús AVENIDA OLÍMPICA - CENTRO COMERCIAL LA VEGA - AVENIDA DE LA ERMITA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"AV OLIMPICA","9","","","","","","Alcobendas","","center=40.53523588440825,-3.6369564176642375&info=Parada autobús AV.OLIMPICA-CC LA VEGA-AV.ERMITA",446056.3000000748,4487360.800000001,40.53523588440825,-3.6369564176642375,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1554105742002"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2254"">151. Madrid (Plaza de Castilla) -Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2255"">152C. Madrid-S.S. Reyes (Pol&iacute;gono Industrial Norte) </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2256"">153. Madrid-Alcobendas-Rosa de Luxemburgo </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2257"">154. Madrid-S.S. Reyes Circular (Chamartin - Por Fuencarral) </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2259"">154C. Madrid-S.S. Reyes (Avenida Qui&ntilde;ones)</a> <br />	</li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2765"">156. Madrid (Pza. Castilla) S.S. de los Reyes (P.I. Moscatelares)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2280"">158. Madrid (Pinar de Chamart&iacute;n)-San Sebasti&aacute;n de los Reyes (Tempranales)</a>&nbsp;</li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2766"">161. Madrid (Pza. Castilla)-Urb. Fuente del Fresno</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2767"">171. Madrid (Plaza Castilla ) - Ciudad de Santo Domingo</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2279"">N-103. (L&iacute;nea Nocturna). Madrid-Algete </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús BULEVAR SALVADOR ALLENDE - CALLE DE SORIA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"DD BULEVAR SALVADOR ALLENDE","19","","","","","","Alcobendas","","center=40.537890190002216,-3.6336595579544237&info=Parada autobús B.S. ALLENDE - C/SORIA",446337.63000007207,4487653.419999999,40.537890190002216,-3.6336595579544237,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5760022702128"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2279"">N-103. (L&iacute;nea Nocturna). Madrid-Algete</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE DOLORES IBARRURI - CALLE DE TERESA DE CALCUTA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL DOLORES IBARRURI","16","","","","","","Alcobendas","","center=40.55031165472294,-3.654482804472437&info=Parada autobús C/D.IBARRURI - C/T.CALCUTA",444584.4100000902,4489045.11,40.55031165472294,-3.654482804472437,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2134901694074"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas (Paseo de la Chopera)</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE FRANCISCA DELGADO - AVENIDA DE LA VEGA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL FRANCISCA DELGADO","(frente a nº 7)","","","","","","Alcobendas","","center=40.53418414650531,-3.6307841464553716&info=Parada autobús C/FCA DELGADO - AV. VEGA",446578.19630006986,4487240.2968000015,40.53418414650531,-3.6307841464553716,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_870370441087"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2251"">L-9.&nbsp;&nbsp;Estaci&oacute;n FFCC.-Arroyo de la Vega</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular </a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2265"">159. Madrid-Alcobendas (Avenida de la Vega)</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2278"">N-102. (L&iacute;nea Nocturna). Madrid-S.S. Reyes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE FRANCISCO CHICO MENDES - CENTRO COMERCIAL","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL FCO CHICO MENDES","2","","","","","","Alcobendas","","center=40.52567632642969,-3.652656844914491&info=Parada autobús C/F.CHICO MENDES-C.COMERCIAL",444718.7700000888,4486309.399999999,40.52567632642969,-3.652656844914491,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7984167644076"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2257"">154. Madrid-S.S. Reyes Circular (Chamartin - Por Fuencarral)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2262"">157. Madrid-Alcobendas (Paseo de la Chopera) </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE FRANCISCO GERVÁS - ARROYO DE LA VEGA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL FRANCISCO GERVAS","12","","","","","","Alcobendas","","center=40.53292905999761,-3.651915458881187&info=Parada autobús C/FCO GERVÁS Nº 12",444787.52000008785,4487114.0,40.53292905999761,-3.651915458881187,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1157487922668"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE FRANCISCO GERVÁS Nº 17","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL FRANCISCO GERVAS","17","","","","","","Alcobendas","","center=40.53339503107767,-3.652245032606169&info=Parada autobús C/FCO GERVÁS Nº 17",444759.9900000883,4487165.930000001,40.53339503107767,-3.652245032606169,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_2579226400255"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2249"">L-6. Estaci&oacute;n FFCC. Valdelasfuentes-Pol&iacute;gono Industrial</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE FRANCISCO LARGO CABALLERO - AVENIDA DE MIGUEL DE CERVANTES","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL FCO LARGO CABALLERO","26","","","","","","Alcobendas","","center=40.55367937814032,-3.650856560712948&info=Parada autobús C/FCO. L.CABALLERO-AV. M.CERVANTES",444894.2100000868,4489416.660000001,40.55367937814032,-3.650856560712948,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_6400638328094"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE FRANCISCO LARGO CABALLERO - AVENIDA DE PABLO IGLESIAS","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL FCO LARGO CABALLERO","46","","","","","","Alcobendas","","center=40.55386570803464,-3.6549915736867082&info=Parada autobús C/FCO L.CABALLERO - AV.P.IGLESIAS",444544.2640000908,4489439.937,40.55386570803464,-3.6549915736867082,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_6400638328094"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE FRANCISCO LARGO CABALLERO - PASEO 8 DE MARZO","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL FCO LARGO CABALLERO","7","","","","","","Alcobendas","","center=40.55359593964661,-3.6533175075902955&info=Parada autobús C/F.L.CABALLERO - Pº 8 MARZO",444685.7800000892,4489408.939999999,40.55359593964661,-3.6533175075902955,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_6633634122707"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2263"">157C. Madrid-Alcobendas (Paseo de la Chopera)</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
